ProjectNumber,ModNumber,ModTitle,POPStart,POPEnd,AwardAmount,FundingAmount,Action,Import Status,Reason,
090036.018.25,00,NULL,2018-07-20T00:00:00,2018-08-15T00:00:00,0,4500.00, ,Success,Added successfully,
090036.018.26,00,Dates are estimates contract for 21 days after notice to proceed -  no NTP - ROC issued 9/15/18,2018-07-25T00:00:00,2018-08-30T00:00:00,0,4500.00, ,Success,Added successfully,
090036.018.27,00,ESTIMATED DELIVERY DATE  - CONTRACT 30 DAYS AFTER NOTICE TO PROCEED - No NTP - ROC issued 9/27/18,2018-07-25T00:00:00,2018-09-05T00:00:00,0,7750.00, ,Success,Added successfully,
090036.018.28,00,Dates are estimates contract states 30 days after notice to proceed - No NTP - ROC issued 9/28/18,2018-07-25T00:00:00,2018-09-05T00:00:00,0,7750.00, ,Success,Added successfully,
090036.018.29,00,no NTP - ROC issued 9/27/18,2018-07-20T00:00:00,2018-08-16T00:00:00,0,4500.00, ,Success,Added successfully,
090036.018.30,00,Dates are estimates contract states 365 days after NTP.  NTP issued 7/30/18,2018-07-30T00:00:00,2019-08-06T00:00:00,0,872626.26, ,Success,Added successfully,
090036.018.31,00,DATES ARE ESTIMATES - Contract 30 days after notice to proceed  AF sent additional documents (attachments) 7/26/18 - Did not receive NTP - ROC issued 9/27/18,2018-07-30T00:00:00,2018-09-02T00:00:00,0,7750.00, ,Success,Added successfully,
090036.018.32,00,DATES ARE ESTIMATES - CONTRACT - 30 DAYS AFTER NOTICE TO PROCEED - did not receive NTP - ROC issued 9/26/18,2018-07-30T00:00:00,2018-09-17T00:00:00,0,7750.00, ,Success,Added successfully,
090036.018.33,00,Dates are estimates - contract "150 days after Notice to Proceed".  added Design TO issue ltr - includes wage determination requirements - RECEIVED FINAL ACCEPTANCE 9/23/19  issued Release of Claims 9/23/19 Warranty period 6/6/19 - 6/6/20,2018-08-06T00:00:00,2019-08-15T00:00:00,0,239671.53, ,Success,Added successfully,
090036.018.34,00,DESIGN 17FA106  - WAGE DETERMINATION NV170075  NTP issued 9/11/18 ,2018-10-10T00:00:00,2019-07-27T00:00:00,0,995870.71, ,Success,Added successfully,
090036.018.34,01,"The purpose of the modification is to incorporate additional within scope work.  Increase the task order value by $27,664.85 from the original task order value of $995,870.71 for a new task order value of $1,023,515.56.  Extend teh delivery date to 10/5/19",2019-07-28T00:00:00,2019-10-05T00:00:00,0,27664.85, ,Fail,Error while updating in database i.e: String or binary data would be truncated.
The statement has been terminated.,
090036.018.35,00,No NTP - ROC issued 11/5/18,2018-08-01T00:00:00,2018-08-29T00:00:00,0,2500.00, ,Success,Added successfully,
090036.018.36,00,PROPOSAL ACCEPTANCE LTR 9/7/18 - RELEASE OF CLAIMS 9/7/18,2018-08-01T00:00:00,2018-08-20T00:00:00,0,1000.00, ,Success,Added successfully,
090036.018.37,00,Did not receive NTP - ROC issued 9/27/18,2018-08-01T00:00:00,2018-08-28T00:00:00,0,4500.00, ,Success,Added successfully,
090036.018.38,0,dates are estimates - contract 21 days after notice to proceed - did not received NTP - ROC issued 11/5/18,2018-08-06T00:00:00,2018-08-27T00:00:00,0,5000.00, ,Success,Added successfully,
090036.018.39,0,ESTIMATED DATES - 21 DAYS AFTER NTP. - did not receive NTP  ROC issued 9/20/18,2018-08-06T00:00:00,2018-08-30T00:00:00,0,2500.00, ,Success,Added successfully,
090036.018.40,0,DATES ARE ESTIMATES - CONTRACT 21 DAYS AFTER NTP - didn't received NTP  ROC issued 9/27/18,2018-08-10T00:00:00,2018-08-31T00:00:00,0,4500.00, ,Success,Added successfully,
090036.018.41,0,No NTP - ROC issued 11/5/18,2018-08-10T00:00:00,2018-09-21T00:00:00,0,7750.00, ,Success,Added successfully,
090036.018.42,0,LETTER OF ACCEPTANCE ISSUED 3/5/19  RELEASE OF CLAIMS ISSUED 3/12/2019,2018-08-10T00:00:00,2018-09-22T00:00:00,0,7750.00, ,Success,Added successfully,
090036.018.43,0,dates are estimates - contract 21 days after NTP - roc SIGNED 9/20/18,2018-08-13T00:00:00,2018-09-17T00:00:00,0,1000.00, ,Success,Added successfully,
090036.018.44,00,dates are estimates - contract 14 days after NTP  final acceptance 9/26/18  release of claims 9/27/18  ,2018-08-20T00:00:00,2018-09-07T00:00:00,0,2500.00, ,Success,Added successfully,
090036.018.45,00,DATES ARE ESTIMATES - CONTRACT 30 DAYS AFTER NTP,2018-08-15T00:00:00,2018-09-28T00:00:00,0,7750.00, ,Success,Added successfully,
090036.018.45,01,The purpose of this modification is to update SOO and Helipad Comm Layout - Release of Claims signed 9/27/18,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
090036.018.46,00,Release of Claims signed 10/17/18  ,2018-08-23T00:00:00,2018-09-05T00:00:00,0,2500.00, ,Success,Added successfully,
090036.018.47,00,dates are estimates - contract 210 after NTP  DESIGN Task order A036  Dorm Security Cameras East RKMF 18-0105 is NW project number 090036.018.10.  It is for bldgs. 781 -782 � 786 � 792- 793- 794- 783- 793 & 795 - this construction task order is only for part of the design.  NTP issued 11/19/18  ,2018-11-20T00:00:00,2019-06-18T00:00:00,0,740917.64, ,Fail,Error while updating in database i.e: String or binary data would be truncated.
The statement has been terminated.,
090036.018.48,00,Dates are estimates � contract EST DATE 75 ANTP -  (Design was 18-FA050 090036.018.13 � attached)  ,2018-09-20T00:00:00,2018-12-04T00:00:00,0,67278.53, ,Success,Added successfully,
090036.018.48,01,final acceptance 1/24/19  ROC issued 1/25/19   WARRANTY PERIOD -- 28 NOV 2018 - 27 NOV 2019,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
090036.018.49,00,No NTP - ROC issued 11/5/18,2018-08-27T00:00:00,2018-09-30T00:00:00,0,7750.00, ,Success,Added successfully,
090036.018.50,00,DESIGN TASK ORDER - 18FA111  RKMF 18-0122 - 090036.018.38  WAGE DETERMINATION NV170075 BLDG DATED 15DEC17,2018-09-01T00:00:00,2019-01-01T00:00:00,0,787106.33, ,Success,Added successfully,
090036.018.50,01,"The purpose of this modification is  to increase the task order amount by $103,413.43 from $787,106.33 for a new total of $890,519.76; add SOW supplement - ",10/18/2019,10/18/2019,0,103413.43, ,Success,Added successfully,
090036.018.50,02,WARRANTY PERIOD 1/16/19 TO 1/15/20  Final acceptance issued 1/18/19  Release of claims issued 1/18/19,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
090036.018.51,00,DESIGN TASK ORDER - 18FA111 RKMF 18-0122 - 090036.018.38 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17,2018-09-01T00:00:00,2019-06-19T00:00:00,0,706695.39, ,Success,Added successfully,
090036.018.51,01,"The purpose of this modification is to increase the task order in the amount of $86,667.50 from $706,695.39 to $793,362.89 and attach a SOW supplemental",10/18/2019,10/18/2019,0,86667.50, ,Success,Added successfully,
090036.018.52,00,There was an issue in Dashboard.  Had to reenter the task order and NTP,2018-11-19T00:00:00,2019-06-17T00:00:00,0,835329.61, ,Success,Added successfully,
090036.018.52,01,"The purpose of this modification is to suspend all work from 11/30/18 to 2/19/19.  Government delay. and extend the delivery date to 9/7/19.  Please note the new contract writing system has put a P00002 instead of P00001.  Mod also de-obed all dollars, email from AF stated not to worry (part of the email string (distribution)",2019-02-19T00:00:00,2019-09-07T00:00:00,0,0, ,Fail,Error while updating in database i.e: String or binary data would be truncated.
The statement has been terminated.,
090036.018.52,03,"please note there is not P00001 - due the the new contract writing system used by the Air Force  The purpose of this modification is the restore funidng, previously removed during the execution of P00002",2019-07-22T00:00:00,2019-11-27T00:00:00,0,0, ,Success,Added successfully,
090036.018.53,00,Dates are estimates � contract EST DATE 180 days ANTP -   DESIGN TASK ORDER - 18FA048 RKMF 18-0087- 090036.018.19 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17  RECEIVED NTP DELIVERY DATE 6/16/19,2018-10-12T00:00:00,2019-06-16T00:00:00,0,507273.93, ,Success,Added successfully,
090036.018.54,00,"DESIGN TASK ORDER - 18FA097 RKMF 17-0133- 090036.018.26 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17 (INCLUDED IN ATTACHMENTS)-- NTP issued 10/16/18  FINAL ACCEPTANCE REC'D  WARRANTY PERIOD FEBRUARY 13, 2019 - FEBRUARY 12, 2020.",2018-11-06T00:00:00,2019-05-15T00:00:00,0,405177.46, ,Success,Added successfully,
090036.018.55,00,dates are estimates contract is 138 days after NTP  Received NTP 4/16/19  new POP 6/3/19-10/19/19,2018-06-03T00:00:00,2019-10-19T00:00:00,0,58011.09, ,Success,Added successfully,
090036.018.56,00,DESIGN TASK ORDER - 18FA109 RKMF 19-0040- 090036.018.39 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17 - NTP issued 1NOV18 Delivery date ,2018-11-05T00:00:00,2018-02-03T00:00:00,0,201791.40, ,Success,Added successfully,
090036.018.56,01,the purpose of this modification is to change the delivery date from 12/18/18 to 3/15/19.  Still waiting for executed copy,2018-12-18T00:00:00,2019-03-15T00:00:00,0,0, ,Success,Added successfully,
090036.018.56,02,"The purpose of this modification is to add funding in the amount of $11,879.30 to the original task order value of $201,791.40 for a new task order value of $213,670.70.  Also extend the delivery date from 3/15/19 to 5/319  WARRANTY LETTER issued 8/16/19 Warranty Period 6/14/19-6/14/20   Final Acceptance issued 8/28/19  ROC issued 8/28/19",2019-03-15T00:00:00,2019-05-31T00:00:00,0,11879.30, ,Fail,Error while updating in database i.e: String or binary data would be truncated.
The statement has been terminated.,
090036.018.57,00,Dates are estimates � contract EST DATE 195 days ANTP   DESIGN TASK ORDER - 18FA052 RKMF 18-0079- 090036.018.14 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17  NOTICE TO PROCEED was issued 12/13/19.  POP 12/18/18 - 7/1/19 (195 days),2018-12-18T00:00:00,2019-07-01T00:00:00,0,518449.85, ,Success,Added successfully,
090036.018.57,01,"Waiting funding -- Proposal acceptance 3/22/19- REVISED Proposal Acceptance - 6/10/19 funded modification  increase contract amount by $19,809.99 from previous amount of $518,449.85 for a new total $538,259.84. extended delivery date to 7/5/19",2019-06-10T00:00:00,2019-07-05T00:00:00,0,19809.99, ,Success,Added successfully,
090036.018.58,00,NTP ISSUED 12/4/18 300 days ANTP � DESIGN TASK ORDER - 18FA064 RKMF 18-0043- 090036.018.58 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17,2018-12-11T00:00:00,2019-10-07T00:00:00,0,940320.99, ,Success,Added successfully,
090036.018.59,00,NTP issued 12/11/18 210 days � DESIGN TASK ORDER - 18FA099 RKMF 18-0074- 090036.018.31 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17,2018-12-11T00:00:00,2019-07-09T00:00:00,0,882512.84, ,Success,Added successfully,
090036.018.59,01,"Originally Waiting funding -- Proposal acceptance 3/12/19 increase contract amount by $15601.50 from previous amount of $882,512.84 for a new total $884,114.34. - received executed modification  project delay - changed delivery date  ",2019-09-01T00:00:00,2019-11-01T00:00:00,0,15601.50, ,Success,Added successfully,
090036.018.60,00,NTP issued 11/30/18 � DESIGN TASK ORDER - 18FA104 RKMF 18-0098- 090036.018.37 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17,2018-12-10T00:00:00,2019-05-09T00:00:00,0,190619.32, ,Success,Added successfully,
090036.018.60,01,"The purpose of this modification is to add additional work to the SOW , change the delivery date to 6/9/19 and increase the contract value by $10,102.82 from the original amount of $190,619.32 for a new total of $200,722.14",2019-02-24T00:00:00,2019-06-09T00:00:00,0,10102.82, ,Success,Added successfully,
090036.018.61,00,DESIGN TASK ORDER - 18FA120 RKMF 18-0057- 090036.018.45 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17 ATTACHED   NTP ISSUED 12/12/18,2018-12-26T00:00:00,2019-07-24T00:00:00,0,968060.13, ,Success,Added successfully,
090036.018.62,00,DESIGN TASK ORDER - 18FA120 RKMF 18-0057- 090036.018.45 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17 ATTACHED  NTP ISSUED 1/15/19  POP 1/22/19-8/20/19 (210 Calendar Days),2019-01-22T00:00:00,2019-08-20T00:00:00,0,890993.23, ,Success,Added successfully,
090036.018.62,01,"The purpose of this modification is to add CLIN 0002 - additional work, extend the delivery date to 1/9/2020.  and increase the task order value in the amount of $185,304.91 from the original amount of $809,993.23 for a new total for $1,076,298.14.",2019-05-20T00:00:00,2020-01-09T00:00:00,0,185304.91, ,Success,Added successfully,
090036.018.63,00,Dates are estimates � contract EST DATE 300 days ANTP �  DESIGN TASK ORDER - 18FA100 RKMF 06-0108- 090036.018.32 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17 ATTACHED  NTP RECEIVED (ATTACHED) 10/30/18 - 8/26/19,2018-10-30T00:00:00,2019-08-26T00:00:00,0,365277.21, ,Success,Added successfully,
090036.018.64,00,DESIGN TASK ORDER - 18FA125 RKMF 18-0120- 090036.018.44 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17 ATTACHED  WARRANTY 7/3/19 - 7/3/20  ROC 9/12/19,2018-11-15T00:00:00,2019-04-14T00:00:00,0,190932.88, ,Success,Added successfully,
090036.018.65,00,contract 300 days ANTP � NTP ISSUED 12/14/18   DESIGN TASK ORDER - 18FA096 RKMF 18-0116- 090036.018.28 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17 ATTACHED,2018-12-11T00:00:00,2019-10-07T00:00:00,0,836630.19, ,Success,Added successfully,
090036.018.66,00,Dates are estimates � contract EST DATE 60 days ANTP �  DESIGN TASK ORDER - 18FA051 RKMF 18-0108- 090036.018.35 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17 ATTACHED,2018-10-25T00:00:00,2018-12-24T00:00:00,0,9545.71, ,Success,Added successfully,
090036.018.66,01,this task order has been  T4C (Termination for convenience) by the government.  Mod issued 3/11/2019  - added ROC ,10/18/2019,10/18/2019,0,-8514.82, ,Success,Added successfully,
090036.018.67,00,DESIGN TASK ORDER - 18FA113 RKMF 18-0115- 090036.018.40 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17 ATTACHED  - NTP issued 10/19/18,2018-11-05T00:00:00,2019-02-03T00:00:00,0,43513.01, ,Success,Added successfully,
090036.018.67,01,The purpose of this modification was to correct the period of performance from 90 days to 120 days per original proposal.  New NTP was issued.  TO WAS SUSPENDED PENDING NEW MOD  --- 3RD NTP ISSUED 5/3/19 NEW POP 5/10/19-9/7/19 ,2019-05-10T00:00:00,2019-09-07T00:00:00,0,0, ,Success,Added successfully,
090036.018.68,00,Dates are estimates � contract DATE 135 days ANTP �  DESIGN TASK ORDER - 18FA049 RKMF 18-0076- 090036.018.16 WAGE DETERMINATION NV170075 BLDG DATED 15DEC17 ATTACHED - NTP issued 10/31/18  delivery date 5/1/19,2018-12-17T00:00:00,2019-05-01T00:00:00,0,379750.98, ,Success,Added successfully,
090036.018.68,01,"The purpose of this modification is to incorporate SOW addendum for additional sewer line, framing spray nozzle, concrete pad, cabinetry, & electrical.  extend delivery date to 8/16/19. Increase task order amount by $32,391.06 from $379,750.98for a new total of $412,142.06.  all other terms and conditions remain unchanged",2019-04-05T00:00:00,2019-08-16T00:00:00,0,32391.08, ,Fail,Error while updating in database i.e: String or binary data would be truncated.
The statement has been terminated.,
090036.019.01,00,Dates are estimates � contract DATE 180 days ANTP �   DESIGN TASK ORDER - 18FA119 RKMF 15-0064- 090036.018.49   NOTICE TO PROCEED ISSUED 2/25/19 POP 3/4/19-8/31/19  WAGE DETERMINATION NV 170075 15DEC17,2019-03-04T00:00:00,2019-08-31T00:00:00,0,490334.00, ,Success,Added successfully,
090036.019.01,01,"The Air Force issued task order FA486119FA001 twice, therefore our task order has been reissued as FA486119FA116. This new task order has an additional CLIN (0002) and additional $66,929.00. for a new task order total of $557,263.00.  Also there is a new delivery date of 10/20/19.",2019-05-31T00:00:00,2019-10-20T00:00:00,0,66929.00, ,Fail,Error while updating in database i.e: String or binary data would be truncated.
The statement has been terminated.,
090036.019.02,00,Dates are estimates � contract DATE 270 days ANTP �   DESIGN TASK ORDER - 18FA058 RKMF 18-0039- 090036.018.17   WAGE DETERMINATION NV190038 building 18Jan19 ATTACHED  NTP issued 4/15/19   ,2019-04-22T00:00:00,2020-01-17T00:00:00,0,896547.71, ,Success,Added successfully,
090036.019.02,01,The purpose of this modification is to extend the delivery date to 10/3/20.  All other terms and conditions remain unchanged,2019-08-22T00:00:00,2020-10-03T00:00:00,0,0, ,Success,Added successfully,
090036.019.03,00,Dates are estimates � contract DATE 288 days ANTP �   DESIGN TASK ORDER - 18FA091 RKMF 18-0064- 090036.018.25  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  NTP issued 3/14/19 period of performance 4/1/19 - 1/14/20.  ,2019-04-01T00:00:00,2020-01-14T00:00:00,0,295909.90, ,Success,Added successfully,
090036.019.04,00,No Wage Determination for DESIGN.  ,2019-05-09T00:00:00,2019-06-06T00:00:00,0,4600.00, ,Success,Added successfully,
090036.019.04,01,"The purpose of this modification is decrease the task order amount by $1,550.00 from $4,600.00 for a new total of $3,050.00.  All other terms and conditions remain unchanged.",10/18/2019,10/18/2019,0,-1550.00, ,Success,Added successfully,
090036.019.05,00,DESIGN TASK ORDER - final acceptance 7/11/19 ROC issued,2019-05-13T00:00:00,2019-06-30T00:00:00,0,510.00, ,Success,Added successfully,
090036.019.06,00,Dates are estimates � contract DATE 60 days ANTP � DESIGN TASK ORDER - 18FA121 RKMF 18-0103- 090036.018.43  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  Received NTP 9/5/19 updated POP  ,2019-09-10T00:00:00,2019-11-08T00:00:00,0,24423.32, ,Success,Added successfully,
090036.019.06,01,Suspend performance due to differing site conditions.  (30 days)  ,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
090036.019.06,02,"the purpose of this modification is to add funding in the amount of $2,147.22 to the orginal amount of $24,423.32 for a new total of $26,570.54.  Update the SOW and extend the delivery date to 11/28/19",2019-09-30T00:00:00,2019-11-28T00:00:00,0,2147.22, ,Success,Added successfully,
090036.019.07,00,WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  NTP issued 5/17/19 POP 5/24/19-9/21/19,2019-05-24T00:00:00,2019-09-21T00:00:00,0,11477.06, ,Success,Added successfully,
090036.019.08,00,DESIGN TASK ORDER,2019-05-22T00:00:00,2019-06-30T00:00:00,0,2550.00, ,Success,Added successfully,
090036.019.09,00,final acceptance received 9/18/19 - ROC issued 9/18/19  no warranty - design task order,2019-05-24T00:00:00,2019-06-30T00:00:00,0,3050.00, ,Success,Added successfully,
090036.019.10,00,NULL,2019-05-28T00:00:00,2019-06-30T00:00:00,0,510.00, ,Success,Added successfully,
090036.019.11,00,DESIGN - No WD for this one - The Construction Phase will be using  nv190038 1/18/19  ROC issued 8/6/19,2019-07-08T00:00:00,2019-08-15T00:00:00,0,2040.00, ,Success,Added successfully,
090036.019.12,00,Dates are estimates � contract DATE 44 days ANTP �   final acceptance 9/5/19 - ROC 9/5/19,2019-06-30T00:00:00,2019-08-13T00:00:00,0,7900.00, ,Success,Added successfully,
090036.019.13,00,"Executed NTP dated Oct 3, 2019 filed by Henry",2019-06-22T00:00:00,2019-08-16T00:00:00,0,7900.00, ,Success,Added successfully,
090036.019.14,00,final acceptance received 9/28/19- issued ROC 9/30/19 Design - no warranty,2019-07-23T00:00:00,2019-08-20T00:00:00,0,4600.00, ,Success,Added successfully,
090036.019.15,00,NULL,2019-07-29T00:00:00,2019-11-06T00:00:00,0,28678.92, ,Success,Added successfully,
090036.019.16,00,NULL,2019-07-29T00:00:00,2019-08-29T00:00:00,0,4600.00, ,Success,Added successfully,
090036.019.16,01,The purpose of this modificaiton is to update the SOO (Revised 10Sep19) all other terms and conditions remain unchanged.  also added the conformed task order     received final acceptance 9/28/19  release of claims issued 9/28/19  this is Design - no warranty period,10/18/2019,10/18/2019,0,0, ,Fail,Error while updating in database i.e: String or binary data would be truncated.
The statement has been terminated.,
090036.019.17,00,FINAL ACCEPTANCE 9/18/19  ROC 9/21/19,2019-07-31T00:00:00,2019-08-26T00:00:00,0,4600.00, ,Success,Added successfully,
090036.019.18,00,Dates are estimates � contract DATE 90 days ANTP �  NTP issued 8/16/19  DESIGN TASK ORDER - 19FA092 RKMF 17-0131A- 090036.019.05  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  ,2019-08-03T00:00:00,2019-11-17T00:00:00,0,113060.10, ,Success,Added successfully,
090036.019.19,00,Dates are estimates � contract DATE 160 days ANTP � NTP REC'D 8/16/19  DESIGN TASK ORDER - 19FA081 RKMF 19-0159- 090036.019.04  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  ,2019-08-15T00:00:00,2020-02-10T00:00:00,0,456840.37, ,Success,Added successfully,
090036.019.20,00,NULL,2019-08-01T00:00:00,2019-09-05T00:00:00,0,3050.00, ,Success,Added successfully,
090036.019.21,00,NULL,2019-08-05T00:00:00,2019-09-14T00:00:00,0,7900.00, ,Success,Added successfully,
090036.019.22,00,NULL,2019-08-05T00:00:00,2019-09-30T00:00:00,0,2550.00, ,Success,Added successfully,
090036.019.22,01,The purpose of this modification is to delete previous statement of objectives and add revised statement of objectives datea 7 Aug 19,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
090036.019.23,00,NULL,2019-08-08T00:00:00,2019-09-20T00:00:00,0,7900.00, ,Success,Added successfully,
090036.019.24,00,received final acceptance and issued ROC - 9/27/19,2019-08-19T00:00:00,2019-10-04T00:00:00,0,5100.00, ,Success,Added successfully,
090036.019.25,00,NULL,2019-08-19T00:00:00,2019-09-09T00:00:00,0,2550.00, ,Success,Added successfully,
090036.019.25,01,the purpose of this modification is to incorporate addendum #01 dated 23August2019 SO  W changing the electrical load study from the design phase to the construction phase.,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
090036.019.26,00,NULL,2019-08-26T00:00:00,2019-10-09T00:00:00,0,7900.00, ,Success,Added successfully,
090036.019.27,00,NULL,2019-09-09T00:00:00,2019-09-13T00:00:00,0,5100.00, ,Success,Added successfully,
090036.019.28,00,FINAL ACCEPTANCE RECEIVED 9/28/19 - ROC ISSUED 9/30/19 DESIGN - NO WARRANTY,2019-09-09T00:00:00,2019-09-13T00:00:00,0,5100.00, ,Success,Added successfully,
090036.019.29,00,NULL,2019-09-12T00:00:00,2019-10-24T00:00:00,0,7900.00, ,Success,Added successfully,
090036.019.30,00,final acceptance received 9/30/19  - ROC  received 10/1/19 - no warranty - design task order,2019-09-12T00:00:00,2019-09-18T00:00:00,0,2550.00, ,Success,Added successfully,
090036.019.31,00,FINAL ACCEPTANCE 9/29/19 ROC 9/30/19 NO WARRANTY DESIGN PROJECT,2019-09-12T00:00:00,2019-10-10T00:00:00,0,5100.00, ,Success,Added successfully,
090036.019.32,00,Dates are estimates � contract DATE 120 days ANTP �   DESIGN TASK ORDER - 18FA131 RKMF 18-0127- 090036.018.46  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  ,2019-10-30T00:00:00,2020-06-30T00:00:00,0,236951.25, ,Success,Added successfully,
090036.019.33,00,Dates are estimates � contract DATE 165 days ANTP �   DESIGN TASK ORDER - 18FA107 LKTC 21-1001- 090036.019.09  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  ,2019-10-15T00:00:00,2020-03-10T00:00:00,0,214207.39, ,Success,Added successfully,
090036.019.34,00,Dates are estimates � contract DATE 285 days ANTP �   DESIGN TASK ORDER - 19FA130 RKMF 19-0132- 090036.019.12  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  ,2019-10-16T00:00:00,2020-08-28T00:00:00,0,914841.94, ,Success,Added successfully,
090036.019.35,00,NULL,2019-09-23T00:00:00,2019-10-30T00:00:00,0,7900.00, ,Success,Added successfully,
090036.019.36,00,Dates are estimates � contract DATE 150 days ANTP �   DESIGN TASK ORDER - 19FA200 RKMF NA- 090036.019.25  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  ,2019-09-23T00:00:00,2020-02-28T00:00:00,0,118954.46, ,Success,Added successfully,
090036.019.37,00,Dates are estimates � contract DATE 190 days ANTP �   DESIGN TASK ORDER - 19FA177 RKMF 16-0057- 090036.019.20  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED    ,2019-10-30T00:00:00,2020-03-30T00:00:00,0,461221.58, ,Success,Added successfully,
090036.019.38,00,NULL,2019-09-23T00:00:00,2019-11-12T00:00:00,0,7900.00, ,Success,Added successfully,
090036.019.38,00,NULL,2019-09-24T00:00:00,2019-11-01T00:00:00,0,7900.00, ,Success,Updated successfully,
090036.019.39,0,FINAL ACCEPTANCE 9/28/19 - ROC 9/30/19 DESIGN - NO WARRANTY,2019-09-24T00:00:00,2019-10-29T00:00:00,0,2040.00, ,Success,Added successfully,
090036.019.40,0,NULL,2019-09-25T00:00:00,2020-05-31T00:00:00,0,97042.36, ,Success,Added successfully,
090036.019.41,0,NULL,2019-09-25T00:00:00,2020-05-15T00:00:00,0,756573.52, ,Success,Added successfully,
090036.019.42,00,NULL,2019-10-31T00:00:00,2019-12-31T00:00:00,0,964131.36, ,Success,Added successfully,
090036.019.43  ,00,Dates are estimates � contract DATE 195 days ANTP �   DESIGN TASK ORDER - 19FA182 RKMF 19-0107- 090036.019.22  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  ,2019-10-15T00:00:00,2020-01-31T00:00:00,0,109111.12, ,Success,Added successfully,
090036.019.44,00,Dates are estimates � contract DATE 150 days ANTP �   DESIGN TASK ORDER - 19FA197 RKMF 19-0136 090036.019.24  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  ,2019-10-31T00:00:00,2020-01-31T00:00:00,0,304295.54, ,Success,Added successfully,
090036.019.45,00,"Dates are estimates � contract DATE 225 days ANTP �   DESIGN TASK ORDER - 19FA180 RKMF 19-0140- 090036.019.21    Added Signed NTP dated Oct 10, 2019 on Oct 11, 2019 by Henry  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  ",2019-10-31T00:00:00,2020-04-16T00:00:00,0,391029.62, ,Success,Added successfully,
090036.019.46  ,00,Dates are estimates � contract DATE 255 days ANTP �   DESIGN TASK ORDER - 19FA211 RKMF 18-0104- 090036.019.26  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  ,2019-10-31T00:00:00,2020-03-31T00:00:00,0,999892.91, ,Success,Added successfully,
090036.019.47  ,00,Dates are estimates � contract DATE 120 days ANTP �   DESIGN TASK ORDER - 19FA241 RKMF 20-0091- 090036.019.30  WAGE DETERMINATION NV190038 BLDG DATED 18JAN19 ATTACHED  ,2019-10-31T00:00:00,2020-02-25T00:00:00,0,130265.88, ,Success,Added successfully,
090040,0,NULL,2018-01-01T00:00:00,2018-01-31T00:00:00,0,160.00, ,Success,Added successfully,
090050,NULL,NULL,2017-03-09T00:00:00,2025-05-22T00:00:00,0,0, ,Success,Added successfully,
090050.001,NULL,NULL,2017-11-13T00:00:00,2018-06-30T00:00:00,0,5000.00, ,Success,Added successfully,
090050.001,P00001,MOD updated billing process to IPP,10/18/2019,10/18/2019,0,0, ,Success,Added successfully,
090064,0,NAF Certified Payrolls Not Required,2018-05-10T00:00:00,2018-07-08T00:00:00,0,93236.87, ,Success,Added successfully,
090064,01,"The purpose of this modification is to increase the contract amount by $4,497.74 from the original amount of $93,236.87 for a new total of $97,734.61.  This increase is for additional work required.. The delivery date is changed from 7/8/18 to 8/23/18",2018-07-08T00:00:00,2018-08-23T00:00:00,0,4497.74, ,Success,Added successfully,
090065,0,Project is complete - Invoice Government Credit Card,2018-05-20T00:00:00,2018-05-24T00:00:00,0,2140.06, ,Success,Added successfully,
