Status,Contract Number,Task Order Number,Project Number,IsIDIQ,IsTaskOrder,IsPrime,Subcontract Number,Org ID,Title,Description,Award Amount,Funded Amount,POP Start,POP End,Contract Country,Contract State,NAICS,PSC,CPAR eligible,Competition,Billing Address,Contract Rep,Project Controls Rep,Project Manager,Accounting Rep,Awarding Agency,Award Agency Contract Representative,Awarding Agency Technical Representative,Funding Agency,Funding Agency Contract Representative,Funding Agency Technical Representative,Action,Human Resources Rep,Purchasing Rep,Subcontract Rep
Active,426567,,80125,1,0,0,P370.005,01.20.03,NNMA&E Group Master Agreement,Support the execution of Northern New Mexico A&E Group's IDIQ Contract with Los Alamos National Laboratory for Professional architectural and engineering services.,0,0,2018-04-25T00:00:00,2023-04-24T00:00:00,USA,NM,541330,,N,Non-Competed,"4295 Gesner Street, Suite 2C
San Diego, CA 92117
ldoan@lopexengineering.com",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,75N98019D00030,,70038,1,0,1,,07.40.99,High Containment Laboratory Engineering Support and Design Review Services,"Provide Engineering support services critical to supporting the mission of the DOHS, the NIH and the Department of Health and Human Services.  Work includes conducting annual engineering controls verification testing of all high containment facilities to meet NIH criteria and that of regulatory authorities; providing high containment laboratory Operations and
Maintenance training; thorough safety reviews of plans for NIH laboratory renovations and new construction activities and providing advice or guidance to DOHS staff through
professional reports and/or meetings; assisting the DOHS with the NIH commissioning and acceptance phases of new research facilities, including high containment spaces prior to occupancy; conducting safety engineering reviews of existing facilities and new construction to ensure all applicable safety guidelines, standards and requirements are
adhered to; providing training on various safety and engineering topics as it relates to occupational safety and health issues; serving as an advocate for the DOHS at meetings.",612952,0,2019-03-11T00:00:00,2020-02-29T00:00:00,USA,MD,541330,,Y,Non-Competed,"See Page 22 and 23 for invoice requirements
National Institutes of Health
Office of Financial Management,
Commercial Accounts
2115 East Jefferson Street, Room 4B-432,
MSC 8500
Bethesda, MD 20892-8500

",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,75N98019D00030,,70038,1,0,1,,07.40.99,High Containment Laboratory Engineering Support and Design Review Services,"Provide Engineering support services critical to supporting the mission of the DOHS, the NIH and the Department of Health and Human Services.  Work includes conducting annual engineering controls verification testing of all high containment facilities to meet NIH criteria and that of regulatory authorities; providing high containment laboratory Operations and
Maintenance training; thorough safety reviews of plans for NIH laboratory renovations and new construction activities and providing advice or guidance to DOHS staff through
professional reports and/or meetings; assisting the DOHS with the NIH commissioning and acceptance phases of new research facilities, including high containment spaces prior to occupancy; conducting safety engineering reviews of existing facilities and new construction to ensure all applicable safety guidelines, standards and requirements are
adhered to; providing training on various safety and engineering topics as it relates to occupational safety and health issues; serving as an advocate for the DOHS at meetings.",612952,0,2019-03-11T00:00:00,2020-02-29T00:00:00,USA,MT,541330,,Y,Non-Competed,"See Page 22 and 23 for invoice requirements
National Institutes of Health
Office of Financial Management,
Commercial Accounts
2115 East Jefferson Street, Room 4B-432,
MSC 8500
Bethesda, MD 20892-8500

",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,3458,4467,
Active,,,80139,1,0,0,19-005,08.20.26,Environmental Remediation Consulting Services MSA,,,0,2019-02-18T00:00:00,2021-12-31T00:00:00,USA,MT,541620,,N,Non-Competed,By Task Order,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,HHSI242201800008I,,30341,1,0,1,HHSI242201800008I,03.20.99,ABQ Indian Health Services IDIQ,,,0,2018-06-12T00:00:00,2019-06-11T00:00:00,USA,CO,541990,,N,Competed,see task order,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,HHSI242201800008I,,30341,1,0,1,HHSI242201800008I,03.20.99,ABQ Indian Health Services IDIQ,,,0,2018-06-12T00:00:00,2019-06-11T00:00:00,USA,NM,541990,,N,Competed,see task order,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,HHSI242201800008I,,30341,1,0,1,HHSI242201800008I,03.20.99,ABQ Indian Health Services IDIQ,,,0,2018-06-12T00:00:00,2019-06-11T00:00:00,USA,TX,541990,,N,Competed,see task order,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,HHSI242201800008I,,30341,1,0,1,HHSI242201800008I,03.20.99,ABQ Indian Health Services IDIQ,,,0,2018-06-12T00:00:00,2019-06-11T00:00:00,USA,UT,541990,,N,Competed,see task order,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,19579,,80141,1,0,1,19579,08.20.99,New Mexico Interstate Stream Commission MTA,,,0,2016-02-18T00:00:00,2019-12-31T00:00:00,USA,NM,541330,,N,Competed,Bill at Order level,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,MCSA0090000,,10921,1,0,0,,01.10.99,MSA for On-Call Environmental Services,MSA for On-Call Environmental Services to support Southern California Edison's Large Capitalization On-Call contract.,,0,2019-01-18T00:00:00,2019-12-31T00:00:00,USA,CA,541620,,N,Non-Competed,"1590 S. Coast Hwy., Suite 17
Laguna Beach, CA 92651",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,,
Active,CW2247182,,10922,1,0,1,,01.10.99,SONGS Master Consulting Services Agreement,Master Agreement for services related to the San Onofre Nuclear Generation Station (SONGS) Strategic Plan for the Relocation of Spent Nuclear Fuel to an Offsite Storage Facility.,,0,,,USA,CA,541620,,N,Competed,Invoice at task order level,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,4449,
Active,140L4319D0025,,30421,1,0,1,,03.10.99,MATOC for Cultural Resource Inventory & Evaluation Services ~ Eastern OR & WA,,,0,2019-06-25T00:00:00,2020-06-24T00:00:00,USA,CA,541620,,N,Competed,IPP by task order,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,,4449,
Active,BOA No. 706,,80198,1,0,1,,08.30.05,Savannah River D&D BOA,,1000000,0,2019-07-10T00:00:00,2022-07-08T00:00:00,USA,SC,562910,,Y,Competed,Accounts Payable via the SRNS-ACCTSPAY@srs.gov,Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,773,4467,
Active,W912EF19B00140002,,40162,1,0,1,,04.20.99,Jackson Hole Levee Rehabilitation III,,0,0,2019-07-09T00:00:00,2022-07-08T00:00:00,USA,WY,237990,,Y,Competed,"USAED, National Finance Center
5722 Integrity Drive
Millington, TN 38054-5005",Brian Hawes,Barry Webster,Daniel Webster,Daniel Webster,New Federal Department,Ashish Denieal,Ashish Denieal,New Federal Department,Ashish Denieal,Ashish Denieal,Add,4073,4735,
