Status,Contract Number,Task Order Number,Project Number,IsIDIQ,IsTaskOrder,IsPrime,Subcontract Number,Org ID,Title,Description,Award Amount,Funded Amount,POP Start,POP End,Contract Country,Contract State,NAICS,PSC,CPAR eligible?,Quality Level,Acquisition Type,Competition,Contract Type,Currency,Billing Address,Billing Frequency,G&A %,OH %,Fee %,Invoice Submission Method,Payment Terms,Applicable Wage Determination,Billing Formula,Revenue Formula,Revenue Recognition EAC %,Onsite OH,Offsite OH,Contract Rep,Project Controls Rep,Project Manager,Accounting Rep,Awarding Agency,Award Agency Contract Representative,Awarding Agency Technical Representative,Funding Agency,Funding Agency Contract Representative,Funding Agency Technical Representative,Human Resources Rep,Action,Purchasing Rep,Subcontract Rep
Active,FA5000-15-D-0007-FA500018F0018,3.03,090024.003.03,0,1,1,,09.50.02,"Hospital Blood Lab Reno, B5955 (FXSB 18-8301)",,183514.84,204252.67,2018-07-13T00:00:00,2019-03-15T00:00:00,USA,AK,236210,,Y,,HUBZone,Non-Competed,Firm Fixed Price,,WAWF,,,,,,,Davis Bacon Act,,,,,,4553,4681,4625,4605,,,,,,,4631,Add,4449,
Active,10908.001,,10908,0,0,1,,01.30.04,Extraction Well Installation Support,,85000,85000,2018-06-01T00:00:00,2019-02-28T00:00:00,USA,SC,562910,,N,,Unrestricted,Non-Competed,Time and Materials,USD,,,,,,,,,,,,,,4523,4497,221,3924,,,,,,,,Add,,
Inactive,L17PC00072,100.02,040111.100.02,0,1,1,TBD,04.20.99,Simco Road ER,,2214,2214,2018-07-25T00:00:00,2018-09-30T00:00:00,USA,ID,562910,,N,2,8(a),Non-Competed,Firm Fixed Price,,IPP System,,,,8,,,Service Contract Act,,,,,,41,145,152,4324,,,,,,,,Add,,
Inactive,FA5000-15-D-0007-FA500018F0019,3.04,090024.003.04,0,1,1,,09.50.02,"Install Water Fountains, Bldg 1104/1106 (HJZH 19-1051,1052)",,9145.76,9145.76,2018-07-20T00:00:00,2018-12-06T00:00:00,USA,AK,236210,,Y,,HUBZone,Non-Competed,Firm Fixed Price,USD,WAWF,,,,,,,Davis Bacon Act,,,,,,4553,4681,4636,4605,,,,,,,4631,Add,4449,
Inactive,L14PA00113,100.35,002764.100.35,0,1,1,L17PB00731,01.20.99,Clean Up tires from Amsco Fire,,10355.54,10355.54,2017-08-16T00:00:00,2017-09-30T00:00:00,USA,ID,562910,,N,2,Small Business,Competed,Fixed Unit Price,,IPP System,,,,8,,,Service Contract Act,,,,,,41,145,60,4324,,,,,,,,Add,,
Inactive,FA4861-18-F-A099 ,18.31,090036.018.31,0,1,1,,09.10.20,A099 –DESIGN - Repair Bathrooms & HVAC B66 (RKMF 18-0099) ,,7750,7750,2018-07-30T00:00:00,2018-09-02T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 6-7  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA – email notifications  robert.robinson.53@us.af.mil",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Inactive,FA4861-18-F-A100 ,18.32,090036.018.32,0,1,1,,09.10.20,A100 –DESIGN – Construct Canopy Simons Gate (RKMF 06-0108) ,,7750,7750,2018-07-30T00:00:00,2018-09-17T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 6-7  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA – email notifications  robert.robinson.53@us.af.mil",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Active,FA4861-18-F-A101      ,18.33,090036.018.33,0,1,1,,09.10.20,A101 – Repair Restrooms & Walls Building 585 (RKMF 18-0049) ,,239671.53,239671.53,2018-08-06T00:00:00,2019-08-15T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 6-7  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA – email notifications  candice.arcuri@us.af.mil",,,,8,,,Davis Bacon Act,,,,,,4657,5443,5154,4324,,,,,,,,Add,,
Inactive,16-0017,84,90004.084,0,1,1,,09.50.02,UAA ATC Demo UST,,89551,89551,2018-07-12T00:00:00,2018-08-15T00:00:00,USA,AK,236220,,N,,Unrestricted,Non-Competed,Firm Fixed Price,USD,,,,,,,,,,,,,,4751,4681,4628,4605,,,,,,,,Add,,
Inactive,19-0002,91,90004.091,0,1,1,,09.50.02,UAA Job Shack 111 Prep for Sale,,3500,3500,2018-07-27T00:00:00,2018-08-15T00:00:00,USA,AK,236220,,N,,Unrestricted,Non-Competed,Time and Materials,USD,,,,,,,,,,,,,,4751,4681,4628,4605,,,,,,,,Add,,
Active,FA4861-18-F-A054,18.34,090036.018.34,0,1,1,,09.10.20,A054 – Renovate Air Terminal Building 809 (RKMF 18-0017) ,,995870.71,1023535.56,2019-07-28T00:00:00,2019-10-05T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 12-14  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA – email notifications Srdjan.anic@us.af.mil",,,,8,,,Davis Bacon Act,,,,,,4657,5443,5064,4324,,,,,,,,Add,,
Active,W9128F-16-D-0029,,100043,1,0,1,,10.50.99,USACE Omaha Design-Build Construction in Support of POL Facilities,Design-Build Construction in support of POL Facilities-Infrastructure.,5000,0,2016-07-05T00:00:00,2021-05-26T00:00:00,USA,,236220,,Y,,8(a),Competed,Master Contract / IDIQ,,,,,,,,,Davis Bacon Act,,,,,,4523,145,4423,4605,,,,,,,,Add,,
Active,W9128F-18F0196,1,100043.001,0,1,1,,10.10.99,"Fueling System Repairs, MCAS Camp Pendleton","Fueling System Repairs, MCAS Camp Pendleton, CA",1220368,1220368,2018-07-20T00:00:00,2019-09-13T00:00:00,USA,CA,236220,,Y,,8(a),Competed,Firm Fixed Price,,"INVOICES (Construction)  Page 37 of 65
Invoicing procedures will be provided at Pre-Construction Meeting/Briefing
",,,,8,,,Davis Bacon Act,,,,,,4523,4866,3890,4324,,,,,,,,Add,4467,
Active,L17PC00072,500.05,040111.500.05,0,1,1,140L1218F0075,04.10.99,Marijuana Grow Site remediation,,100000,100000,2018-09-01T00:00:00,2020-09-30T00:00:00,USA,CA,562910,,Y,2,8(a),Non-Competed,Fixed Unit Price,,IPP System,,,,8,,,Service Contract Act,,,,,,41,145,152,4324,,,,,,,,Add,,
Active,GS-10F-111BA,24,30131.024,0,0,1,12034318F0447,03.20.99,Beaverhead-Deerlodge Site Investigations,,46845.01,46845.01,2018-07-26T00:00:00,2019-04-30T00:00:00,USA,MT,541620,,N,2,Small Business,Non-Competed,Firm Fixed Price,USD,IPP,,,,8,,,,,,,,,4034,4031,4102,4133,,,,,,,,Add,,
Inactive,08-0058,27,90004.027,0,1,1,,09.50.02,UAA AN SEP Lift Station Repairs,,18506,18506,2018-07-30T00:00:00,2018-07-31T00:00:00,USA,,236220,,N,,Unrestricted,Non-Competed,Time and Materials,USD,,,,,,,,,,,,,,4751,4681,4628,4605,,,,,,,,Add,,
Inactive,FA4861-18-F-A051,18.35,090036.018.35,0,1,1,,09.10.20,A051 – DESIGN – Repair Operations Desk Building 1770 (RKMF 18-0108) ,,2500,2500,2018-08-01T00:00:00,2018-08-29T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 11-12  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA – email notifications james.eustace.2@us.af.mil",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Inactive,FA4861-18-F-A106,18.36,090036.018.36,0,1,1,,09.10.20,"A106 – DESIGN – Repair Drainage, Area 2 Fence (RKMF 18-0113) ",,1000,1000,2018-08-01T00:00:00,2018-08-20T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 9-10  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA – email notifications Lawrence.mayer.1@us.af.mil",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Active,FA5004-17-D-C001-FA500418FA029,135,100003.135,0,1,1,,10.50.02,DLA Lights & Fence (E-6)  FTQW 18-2406,"Upgrade Fuel Farm E-6 Lights &
Fences",4500,528162.35,2019-01-11T00:00:00,2019-09-23T00:00:00,USA,AK,236220,,Y,,8(a),Non-Competed,Firm Fixed Price,USD,WAWF,,,,,,,Davis Bacon Act,,,,,,4553,5284,4782,4605,,,,,,,,Add,,
Inactive,FA4861-18-F-A104 ,18.37,090036.018.37,0,1,1,,09.10.20,"A104 – DESIGN – Repair Ops Desk 57 OSS, Building 97(RKMF 18-0098) ",,4500,4500,2018-08-01T00:00:00,2018-08-28T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 10-11  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA – email notifications stephen.colton@us.af.mil",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Inactive,,,90073,0,0,1,,09.50.02,"Command Center Cell Phone Lockbox, B9480",,2475,2475,2018-07-31T00:00:00,2018-09-05T00:00:00,USA,,236220,,Y,,HUBZone,Non-Competed,Firm Fixed Price,USD,P-CARD,,,,,,,,,,,,,4553,4681,4871,4605,,,,,,,4631,Add,4449,
Inactive,C030339,,30339,0,0,0,,03.20.10,Spokane Reservation Rangeland Health Assessments,,20000,20000,2018-07-23T00:00:00,2019-01-31T00:00:00,USA,WA,541620,,N,2,Unrestricted,Non-Competed,Firm Fixed Price,,"6290B Ford-Wellpinit Road
Wellpinit, WA  99040",,,,8,,,,,,,,,4034,145,213,4982,,,,,,,,Add,,
Inactive,C030339,,30339,0,0,0,,03.20.10,Spokane Reservation Rangeland Health Assessments,,20000,20000,2018-07-23T00:00:00,2019-01-31T00:00:00,USA,WY,541620,,N,2,Unrestricted,Non-Competed,Firm Fixed Price,,"6290B Ford-Wellpinit Road
Wellpinit, WA  99040",,,,8,,,,,,,,,4034,145,213,4982,,,,,,,,Add,,
Active,L17PC00024,500.1,040093.500.10,0,1,1,140L0618F0168,04.10.99,Rathburn East Phase 2 Mercury Mine,,688251.02,688251.02,2019-05-15T00:00:00,2020-09-30T00:00:00,USA,CA,562910,,Y,2,8(a),Non-Competed,Fixed Unit Price,USD,IPP System,,,,8,,,Davis Bacon Act,,,,,,41,4031,152,4324,,,,,,,,Add,,
Active,GS-10F-111BA,25,30131.025,0,0,1,140L5718F0050,03.20.99,2018 WDD Fuels CRI,,69388.31,69388.31,2018-08-01T00:00:00,2019-02-28T00:00:00,USA,UT,541620,,N,2,Small Business,Competed,Firm Fixed Price,USD,IPP,,,,8,,,Service Contract Act,,,,,,4034,4031,4424,4982,,,,,,,,Add,,
Inactive,FA4861-18-F-A111,18.38,090036.018.38,0,1,1,,09.10.20,A111 – DESIGN – Repair Sewer System Building 544 (RKMF 18-0122) ,,5000,5000,2018-08-06T00:00:00,2018-08-27T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 6-7  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA – email notifications garrett.silva@us.af.mil",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Inactive,FA4861-18-F-A109,18.39,090036.018.39,0,1,1,,09.10.20,A109 – DESIGN – Repair USAFWC Building 620 (RKMF 19-0040) ,,2500,2500,2018-08-06T00:00:00,2018-08-30T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 6-7  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA – email notifications nina.heidtman@us.af.mil",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Inactive,FA4861-18-F-A113,18.4,090036.018.40,0,1,1,,09.10.20,A113 – DESIGN – Repair Secure Room 53 TEG Building 100 (RKMF 18-0115) ,,4500,4500,2018-08-10T00:00:00,2018-08-31T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 6-7  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA – email notifications robert.robinson.53@us.af.mil ",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Active,N4425518D5023,,100044,1,0,1,,10.10.99,NAVFAC Northwest 8a Small MACC,,149000000,0,2018-08-03T00:00:00,2023-08-02T00:00:00,USA,WA,236220,,Y,,8(a),Competed,Master Contract / IDIQ,USD,,,,,,,,,,,,,,4489,4866,4829,4605,,,,,,,,Add,,
Active,140L4318P0081,,30350,0,0,1,,03.20.01,BLM Wilderness Character Matrix Development,,64835.47,64835.47,2018-08-06T00:00:00,2018-11-09T00:00:00,USA,ID,541620,,Y,2,8(a),Non-Competed,Firm Fixed Price,,IPP See page 10,,,,8,,,Service Contract Act,,,,,,4034,145,94,4982,,,,,,,,Add,,
Active,140L4318P0081,,30350,0,0,1,,03.20.01,BLM Wilderness Character Matrix Development,,64835.47,64835.47,2018-08-06T00:00:00,2018-11-09T00:00:00,USA,MT,541620,,Y,2,8(a),Non-Competed,Firm Fixed Price,,IPP See page 10,,,,8,,,Service Contract Act,,,,,,4034,145,94,4982,,,,,,,,Add,,
Active,140L4318P0081,,30350,0,0,1,,03.20.01,BLM Wilderness Character Matrix Development,,64835.47,64835.47,2018-08-06T00:00:00,2018-11-09T00:00:00,USA,OR,541620,,Y,2,8(a),Non-Competed,Firm Fixed Price,,IPP See page 10,,,,8,,,Service Contract Act,,,,,,4034,145,94,4982,,,,,,,,Add,,
Active,FA5004-17-D-C001-FA500418FA064,136,100003.136,0,1,1,,10.50.02,MSG Carpent replacement FTQW 18-2412,,4500,197652.42,2018-09-14T00:00:00,2019-06-28T00:00:00,USA,AK,236220,,Y,,8(a),Non-Competed,Firm Fixed Price,USD,WAWF,,,,,,,Davis Bacon Act,,,,,,4553,5284,4782,4605,,,,,,,,Add,,
Active,,,30359,0,0,1,,03.10.99,Waterline on BLM Land,,4100,4100,2018-08-13T00:00:00,2018-09-28T00:00:00,USA,AZ,541620,,N,2,Unrestricted,Non-Competed,Firm Fixed Price,,"2220 Dogwood Ranch Ave
Henderson, NV  89052",,,,8,,,,,,,,,4034,,4465,4982,,,,,,,,Add,,
Inactive,FA5004-17-D-C001-FA500418FA039,137,100003.137,0,1,1,,10.50.02,Install Opacity reacher (CHPP) FTQW 18-2409,,4500,4500,2018-08-06T00:00:00,2018-08-24T00:00:00,USA,AK,236220,,Y,,8(a),Non-Competed,Firm Fixed Price,USD,WAWF,,,,,,,Davis Bacon Act,,,,,,4527,4734,4716,4605,,,,,,,,Add,,
Active,12447U18F0058,1,30318.001,0,1,1,,03.30.99,Cultural Resource Surveys Bienville Ranger District,,57591,57591,2018-08-13T00:00:00,2018-09-30T00:00:00,USA,TN,541620,,N,2,Unrestricted,Competed,Firm Fixed Price,,IPP,,,,8,,,,,,,,,4523,4497,4885,4767,,,,,,,,Add,,
Inactive,395137,,30351,0,0,1,395137,03.10.99,Historic Documentation of 1425 N. Main Street (former Carrols Hamburgers),,6958,6958,2018-08-06T00:00:00,2018-09-30T00:00:00,USA,NV,541620,,N,2,Unrestricted,Non-Competed,Firm Fixed Price,,"Accounts Payable-City of Las Vegas
495 S. Main St. 4th Floor
Las Vegas, NV  89101",,,,8,,,,,,,,,4034,145,4322,4982,,,,,,,,Add,,
Inactive,FA4861-18-F-A115,18.41,090036.018.41,0,1,1,,09.10.20,A115 – DESIGN – Repair Vault 16 WPS Building 282 (RKMF 18-0080) ,,7750,7750,2018-08-10T00:00:00,2018-09-21T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 11-12  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA – email notifications QUEEN.PATRICK@US.AF.MIL",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Inactive,FA4861-18-F-A116,18.42,090036.018.42,0,1,1,,09.10.20,A116 – DESIGN – Repair Restrooms/Hallways Building 250A (RKMF 18-0075) ,,7750,7750,2018-08-10T00:00:00,2018-09-22T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 11-12  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA – email notifications QUEEN.PATRICK@US.AF.MIL",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Active,L14PC00105,81,30130.081,0,0,1,140L0618F0178,03.20.01,DO #81 NIFC 405-HGR Electrical Disconnect,,4424,4424,2018-08-06T00:00:00,2018-11-24T00:00:00,USA,,541330,,Y,2,Unrestricted,Competed,Firm Fixed Price,,www.ipp.gov,,,,10,,,,,,,,,4158,145,89,4133,,,,,,,,Add,,
Active,L14PC00105,79,30130.079,0,0,1,140L0618F0186,03.20.01,DO 79 NIFC SMJ Low Tower Design,,13254,13254,2018-08-08T00:00:00,2018-11-16T00:00:00,USA,ID,541330,,N,2,Unrestricted,Competed,Firm Fixed Price,,www.ipp.gov,,,,10,,,,,,,,,4158,145,89,4133,,,,,,,,Add,,
Active,L14PC00105,78,30130.078,0,0,1,140L0618F0189,03.20.01,DO #78 Jarvie Ranger Residence Replacement,,66127,66127,2018-08-09T00:00:00,2019-04-23T00:00:00,USA,ID,541330,,Y,2,Unrestricted,Competed,Firm Fixed Price,USD,www.ipp.gov,,,,10,,,,,,,,,4158,145,89,4133,,,,,,,,Add,,
Inactive,,,100045,0,0,1,,10.50.02,USAF PACAF 10480 Receptacles,,223.8,223.8,2018-08-10T00:00:00,2018-08-31T00:00:00,USA,AK,238210,,N,,Unrestricted,Non-Competed,Firm Fixed Price,USD,,,,,,,,,,,,,,4751,4681,4579,4605,,,,,,,,Add,,
Inactive,,,100046,0,0,1,,10.50.02,CIRI UST Removal,,7377.32,7377.32,2018-08-10T00:00:00,2018-08-31T00:00:00,USA,AK,238910,,N,,Unrestricted,Non-Competed,Firm Fixed Price,,,,,,,,,,,,,,,4751,4681,4579,4605,,,,,,,,Add,,
Inactive,FA4861-18-F-A121,18.43,090036.018.43,0,1,1,,09.10.20,A121 – DESIGN – Construct F22 SIM Facility Display  (RKMF 18-0103) ,,1000,1000,2018-08-13T00:00:00,2018-09-17T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 11-12  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA – email notifications garrett.silva@us.af.mil",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Inactive,FA5004-17-D-C001-FA500418FA040,138,100003.138,0,1,1,,10.50.02,Install Pumps at Army Lift Station (F2212)  FTQW 18-2407,"Synopsis:
Provide all labor and equipment to replace government provided pumps to Facility 2212 (Army Lift Station).
Construction:
1. Demolition:
a. Remove existing pumps and replace with government provided pumps. Demolish concrete base pad for pump and construction.
2. Construction:
a. Remove two existing pumps and replace with two government provided pumps.
i. Ensure all electrical and plumbing connections are made to new pumps installation.
ii. The contractor is responsible for any re-engineering of sole plates, pedestals, piping, and piping connections.
iii. The contractor shall connect discharge from pump to the riser and make any changes to length of the riser to ensure proper operation.
iv. The contractor shall connect inlet side and any other connections required for proper operation.
v. New pumps will need to work accordingly with existing electrical connections and operate respectively with existing electrical panel and motor control panel.
vi. Contractor will have to install one pump at a time to ensure the existing pump can/will operate while the other pump is being replaced. Additionally the contractor will not take the second pump out of service until after a 24 hour period to ensure proper operation.
vii. A base pad will most likely need to be fabricated to ensure the correct height of new pump and existing pipe align correctly.
viii. Pump 1 is currently located at Facility 1128 and will have to be moved to Facility 2212 for the install. Pump 2 is located at Facility 2212.
3. The contractor shall coordinate all hot work with the CES distribution shop representatives.
4. Contractor is responsible for all clean up and disposal of waste in and around the pump house during the project and after final operational checks.",61647.34,61647.34,2018-06-27T00:00:00,2018-08-21T00:00:00,USA,AK,236220,,Y,,8(a),Non-Competed,Firm Fixed Price,USD,WAWF,,,,,,,Davis Bacon Act,,,,,,4553,4681,4716,4605,,,,,,,,Add,,
Active,,5,20105.005,0,0,0,10007-7-101349/102000334,02.20.07,"Groundwater Monitoring Services at SWMU 57, Tula Peak Burial Sites WSMR",Groundwater monitoring services.,2370.42,2370.42,2018-08-06T00:00:00,2019-03-29T00:00:00,USA,NM,541330,,N,2,Unrestricted,Non-Competed,Time and Materials,USD,See Master Agreement,,,,,,,,,,,,,3948,4031,58,4133,,,,,,,,Add,,
Active,W912DQ14D3011,3,30285.003,0,0,1,W912BV18F0096,03.20.99,"Main Post Landfill, Detection, Monitoring, & Reporting & Qualified Range Recycling Services - White Sands NM",,238961.93,238961.93,2018-08-06T00:00:00,2020-04-30T00:00:00,USA,NM,541620,,Y,2,Small Disadvantaged Business,Competed,Firm Fixed Price,USD,"WAWF pg 33.  And Section 8.0, Payment Requests pg 50.
Fort Worth District, Corps of Engineers
Attn: Ms. Diedre Hurd, MIE Branch
2488 E. 81st St.
Suite 1600
Tulsa, OK 74137
918.669.7421
Email: Diedre.Hurd@usace.army.mil

Ms. Lori Hodges
Email: Lori.A.Hodges@usace.army.mil
Telephone: 918-669-7505
",,,,8,,,Service Contract Act,,,,,,3948,4031,877,4133,,,,,,,,Add,,
Inactive,FA4861-18-F-A125,18.44,090036.018.44,0,1,0,,09.10.20,A125 – DESIGN – Repair Patio & Large Conference Room -99 CONS Bldg 588  (RKMF 18-0120) ,,2500,2500,2018-08-20T00:00:00,2018-09-07T00:00:00,USA,NV,236220,,Y,2,HUBZone,,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 6-7  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA ; Ship To Code F3GHFA; Service Approver (DoDAAC) F3GHFA; Service Acceptor (DoDAAC) F3GHFA– email notifications garrett.silva@us.af.mil ",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,4049,Add,4449,
Active,FA5004-17-D-C001-FA500418FA042,139,100003.139,0,1,1,,10.50.02,"Replace Heat Exchanger, Clear AS, B210  (DXEB 17-1021)",,181301.22,181301.22,2018-08-22T00:00:00,2019-08-30T00:00:00,USA,AK,236220,,Y,,8(a),Non-Competed,Firm Fixed Price,,WAWF,,,,,,,Davis Bacon Act,,,,,,4553,5284,4782,4605,,,,,,,,Add,,
Active,124D9018P0184,1,30353.001,0,0,1,124D9018P0184,03.10.99,Cultural Resources Range Seeding Skull Valley,,33662.63,33662.63,2018-08-20T00:00:00,2019-03-31T00:00:00,USA,AZ,541620,,N,2,Small Business,Competed,Firm Fixed Price,USD,IPP,,,,8,,,,,,,,,4034,145,4949,4982,,,,,,,,Add,,
Active,1202RC18K5092,,40140,0,0,1,,04.20.12,Emergency Equipment Rental,,125000,125000,2018-08-13T00:00:00,2018-12-31T00:00:00,USA,ID,237990,,Y,2,Small Business,Non-Competed,Fixed Unit Price,,"USDA Forest Service
Albuquerque Service Center - B&F Incident Finance
101 B Sun Avenue NE
Albuquerque, NM 87109
3815 Schreiber Way
Coeur D'Alene, ID 83815
",,,,8,,,,,,,,,41,4031,65,4133,,,,,,,,Add,,
Active,,1,10907.001,0,1,0,,01.30.04,SCDOT - Internet Hosting Services,,9600,9600,2018-07-01T00:00:00,2018-12-31T00:00:00,USA,SC,0,,N,2,Unrestricted,Competed,Firm Fixed Price,,"South Carolina Department of Transportation 955 Park St. Columbia, SC 29201",,,,,,,,,,,,,4523,4497,120,3924,,,,,,,,Add,,
Active,FA460018FAC12,18.02,090032.018.02,0,1,1,,09.20.31,"SGBP 18-0104, Repair Drive, B41",,39122,39122,2018-08-23T00:00:00,2018-11-21T00:00:00,USA,NE,236220,,N,2,HUBZone,Competed,Cost Plus Fixed Fee,USD,"WAWF Pg 6
Pay Official DoDAAC F87700
Issue By DoDAAC FA4600
Admin DoDAAC FA4600
Inspect By DoDAAC F3H3G2
Ship To Code F3H3G2
Ship From Code ____
Mark For Code ____
Service Approver (DoDAAC) ____
Service Acceptor (DoDAAC) ____
Accept at Other DoDAAC ____
LPO DoDAAC ____
DCAA Auditor DoDAAC ____
Other DoDAAC(s) ____",,,,,,,,,,,,,4630,3593,4410,4324,,,,,,,,Add,,
Inactive,FA4861-18-F-A120,18.45,090036.018.45,0,1,1,,09.10.30,A120 – DESIGN – Construct Helipad & Parking   (RKMF 18-0057) ,,7750,7750,2018-08-15T00:00:00,2018-09-28T00:00:00,USA,NV,236220,,Y,2,HUBZone,Competed,Firm Fixed Price,USD,"WAWF 'Wide Area Workflow"" pages 6-7  Pay Official DoDAAC  F87700; Issue By DoDAAC FA4861; Admin By DoDAAC FA4861; Inspect By DoDAAC F3GHFA ; Ship To Code F3GHFA; Service Approver (DoDAAC) F3GHFA; Service Acceptor (DoDAAC) F3GHFA– email notifications garrett.silva@us.af.mil ",,,,8,,,,,,,,,4657,4866,5154,4324,,,,,,,,Add,,
Inactive,FA5004-17-D-C001-FA500418FA044,140,100003.14,0,1,1,,10.50.02,"AVB Security Fence, B4328 (FTQW 18-2416)",,4500,4500,2018-08-09T00:00:00,2018-08-23T00:00:00,USA,AK,236220,,Y,,8(a),Non-Competed,Firm Fixed Price,USD,WAWF,,,,,,,Davis Bacon Act,,,,,,4527,4734,4782,4605,,,,,,,,Add,,
Active,12447U18F0057,2,30318.002,0,1,1,,03.30.99,"H3 Arch Survey, Homochitto Ranger District",,45267.53,45267.53,2018-08-19T00:00:00,2019-07-15T00:00:00,USA,MS,541620,,N,2,Unrestricted,Competed,Firm Fixed Price,USD,IPP,,,,8,,,,,,,,,4523,4497,4885,4767,,,,,,,,Add,,
Active,12447U18F0070,3,30318.003,0,1,1,,03.30.99,"Cultural Resources Survey of ATV Trails, Delta Ranger District",,10400,10400,2018-08-10T00:00:00,2018-11-16T00:00:00,USA,MS,541620,,N,2,Small Business,Competed,Firm Fixed Price,,IPP,,,,8,,,,,,,,,4523,4497,4885,4767,,,,,,,,Add,,
