Customer Name,Customer Type,Department,Agency,Description,Address,Action
Salt River Community Golf Enterprises,Tribal Government,,,,"Senior Counsel - Corporate/Enterprise
Salt River Pima-Maricopa Indian Community
10005 E. Osborn Road
Scottsdale, Arizona 85256",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Avenue, Bldg. 2258
Eielson AFB, AK 99702",Add
"VNS Federal Services, Inc.",Federal,Dept. of Energy,,,"1355 Columbia Park Trail
Richland, WA  99352",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,,Add
USDA Forest Service,Federal,Dept. of Agriculture,Forest Service,,,Add
Arizona Public Service Company (APS),Commercial,,,,"2121 W. Cheryl Drive
Phoenix, AZ  85021 MS 3181",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"1701 E. 82nd Avenue
Anchorage, AK 99507",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
Midvale Telephone Company,Commercial,,,,"2025 N 3rd St, Suite B260
Phoenix, AZ  85004",Add
BLM Montana,Federal,Dept. of the Interior,BLM,,,Add
UAA,Commercial,,,,,Add
USDA NRCS,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,"4405 Bland Road, Suite 205
Raleigh, NC  27609",Add
"EA Engineering, Science, and Technology, Inc.",Environmental Protection Agency,,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave
JBER, AK 99506",Add
"JUB Engineers, Inc.",Commercial,,,,"115 Northstar Ave
Twin Falls, ID  83301",Add
US Bureau of Reclamation,Federal,Dept. of the Interior,BOR,,"Technical Support Division
Facility Engineering Group
Yuma Area Office",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
"Himes Consulting, LLC",Commercial,,,,,Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
",Add
GE Gas Turbines / Tommy Hyde,Commercial,,,,"300 Garlington Road
Greenville, SC 29602-0648",Add
BLM CA,Federal,Dept. of the Interior,BLM,,,Add
HOLOGIC,Commercial,,,,"36 Apple Ridge Rd.
Danbury, CT 06810",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
FNF Construction,Commercial,,,,"115 S. 48th St
Tempe, AZ  85281",Add
BLM Nevada,Federal,Dept. of the Interior,BLM,,,Add
"TREC, Inc.",Commercial,,,,"1800 West Koch, Suite 6
Bozeman, MT  59715",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave
JBER, AK 99506",Add
Salt River Pima-Maricopa Indian Community,Tribal Government,,,,"10005 East Osborn Road
Scottsdale, AZ  85256",Add
UAA,Commercial,,,,,Add
BIA,Federal,Dept. of the Interior,BIA,,,Add
NOVA Engineering and Environmental,Commercial,,,,"NOVA Engineering and Environmental LLC 
4524 Oak Fair Boulevard Suite 220
Tampa, Florida 33610
",Add
South Carolina DOT,State Government,,,,"955 Park St. 
Columbia, SC 29201",Add
USCG CEU JUNEAU,Federal,Dept. of Homeland Security,Coast Guard,,,Add
NOVA Engineering and Environmental,Commercial,,,,"NOVA Engineering and Environmental LLC 
4524 Oak Fair Boulevard Suite 220
Tampa, Florida 33610",Add
PACAF 3 AMXS/MXAG,Federal,Dept. of Defense,Air Force,,"Building 9694 Davis Highway
JBER, AK 99506",Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
",Add
"Pioneer Technical Services, Inc.",Commercial,,,,"201 East Broadway, Suite C
Helena, MT 59601",Add
BLM Nevada,Federal,Dept. of the Interior,BLM,,,Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Avenue
Eielson AFB, AK 99402",Add
UAA,Commercial,,,,,Add
,Federal,Dept. of Homeland Security,Coast Guard,,,Add
LDSS Corporation,Federal,Dept. of the Interior,BIA,,,Add
Bechtel Marine Populsion Corporation ,Federal,Dept. of Defense,Navy,,"Naval Reactors Facility
Idaho Falls, ID 83415
United States",Add
UAA,Commercial,,,,,Add
UAA,Commercial,,,,,Add
Nutrien / Eric Syrstad,Commercial,,,,"PO Box 1479
Loveland, CO 80539",Add
99th CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
Savannah River Nuclear Solutions,Federal,Dept. of Energy,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave
JBER, AK 99506",Add
DOE EMCBC,Federal,Dept. of Energy,,,"
U.S. Department of Energy
EM Consolidated Business Center
",Add
USDA Forest Service,Federal,Dept. of Agriculture,Forest Service,,,Add
UAA,Commercial,,,,,Add
"Bechtel National, Inc.",Federal,Dept. of Energy,,,"Consolidated Nuclear Security, LLC
Uranium Processing Facility (UPF)",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99 CONS/LGCB,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCB, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
USDA Black Hills National Forest ,Federal,Dept. of Agriculture,Forest Service,,"1019 N Fifth St
Custer, SD  57330-8214",Add
Montana Dept of Environmental Quality,State Government,,,,"PO Box 200901
Helena, MT  59620-0901",Add
BLM Montana,Federal,Dept. of the Interior,BLM,,,Add
USDA Black Hills National Forest ,Federal,Dept. of Agriculture,Forest Service,,"1019 N Fifth St
Custer, SD  57730",Add
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,"USCG Civil Engineering Unit Juneau
Attn: Max Kenneybrew
915 Second Ave, RM 2664
Seattle, WA 98174-1011",Add
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,"USCG RMACC, 915 2nd Ave., Room 2664, Seattle WA 98174
PO Box 225517, Juneau, AK 99802-1747",Add
ACC - APG Garrison Division,Federal,Dept. of Defense,Army,,"U.S. Army Contracting Command-APG (ACC-APG)
6565 Surveillance Loop, Bldg. 6001, Rm. 2C101, Tenant Division
Aberdeen Proving Ground, MD 21005
",Add
USACE ,Federal,Dept. of Defense,Army Corps,,"PO Box 6898
JBER, AK 99506-0898",Add
Arizona Public Service Co,Commercial,,,,"PO Box 5399, MS 3181
Phoenix, AZ 85072",Add
UAA,Commercial,,,,,Add
99 CONS,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
 US Coast Guard Seattle ,Federal,Dept. of Homeland Security,Coast Guard,,,Add
IDEQ,State Government,,,,,Add
Savannah River Nuclear Solutions,Federal,Dept. of Energy,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave
JBER, AK 99506",Add
673 MDG/SGSMF,Federal,Dept. of Defense,Air Force,,"5955 Zeamer Ave
JBER, AK 99506",Add
Savannah River Nuclear Solutions,Federal,Dept. of Energy,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,,Add
Himes Consulting,Commercial,,,,,Add
"Portsmouth Mission Alliance, LLC ",Federal,Dept. of Energy,,,"3930 US Rte South
Piketon, Oh 45661",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,,Add
BLM ,Federal,Dept. of the Interior,BLM,,,Add
NSSC Shared Services Center,NASA,,,,"Office of Procurement, Office Code DA20
Stennis Space Center
Stennis Space Center, MS 39529-6000",Add
NSSC Shared Services Center,NASA,,,,"Stennis Space Center
Stennis Space Center, MS 39529-6000",Add
Department of Homeland Security//US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,,Add
Dept of Army Walla Walla District ,Federal,Dept. of Defense,Army,,"Army Corps of Engineers Construction Branch 201 North 3rd Walla Walla, WA 99362-1876",Add
ANTHC,Commercial,,,,"4000 Ambassador Dr.
Anchorage, AK 99508",Add
Weyers Consulting,Commercial,,,,"4215 East Altaldena Ave
Phoenix, AZ 85028",Add
UAA,Commercial,,,,,Add
"Dockit Consulting, LLC",Commercial,,,,"1278 Canterbury Lane
Oak Harbor, WA  98277",Add
"Dockit Consulting, LLC",Department of Health and Human Services,,,,"1278 Canterbury Lane
Oak Harbor, WA  98277",Add
USACE ,Federal,Dept. of Defense,Army Corps,,"U.S. Army Corps of Engineers, Alaska District P.O. Box 6898 Joint Base Elmendorf-Richardson (JBER) Alaska 99506-0898",Add
OBG / Baker Federal Solutions Joint Venture,Federal,Dept. of Defense,Army Corps,,"100 Airside Drive
Moon Township, PA 15108",Add
USPS,US Postal Service,,,,"8221 Petersburg Street
Anchorage, AK 99507",Add
Haile Gold Mine,Commercial,,,,"6911 Snowy Owl Rd
Kershaw, SC 29067",Add
Department of Energy,Federal,Dept. of Energy,,,"PO Box 3090 
Carlsbad, NM  88221",Add
BOR,Federal,Dept. of the Interior,BOR,,"Bureau of Reclamation
Yuma Area Office
",Add
USACE Tulsa,Federal,Dept. of Defense,Army Corps,,"2488 E. 81st Street
Tulsa, OK  74137",Add
USACE Tulsa,Federal,Dept. of Defense,Army Corps,,"2488 E. 81st St.
Tulsa, OK  74137-4290",Add
" USACE, St. Louis District ",Federal,Dept. of Defense,Army Corps,,,Add
" USACE, St. Louis District ",Federal,Dept. of Defense,Army Corps,,"U.S Army Corps of Engineers
St Louis District/CEMVS-CT
1222 Spruce Street, RM 9.104A,
St Louis, MO  63103-2833",Add
,Federal,Dept. of Defense,Army Corps,,"Department of the Army
U.S. Army Engineering and Support Center, Huntsville
ATTN: CEHNC-CTA (Ms. Reneda Kelley)
P.O. Box 1600
Huntsville, AL 35807-4301",Add
BIA WESTERN REGION,Federal,Dept. of the Interior,BIA,,"Division of Environmental and Cultural Resource Management BIA Western Regional Office, 2600 North Central Ave., MS-620, Phoenix, AZ 85004-3008 ",Add
PMA,Federal,Dept. of Energy,,,,Add
US Navy,Federal,Dept. of Defense,Navy,,,Add
US Navy,Federal,Dept. of Defense,Navy,,,Add
UAA,Commercial,,,,,Add
UAA,Commercial,,,,,Add
UAA,Commercial,,,,,Add
UAA,Commercial,,,,,Add
UAA,Commercial,,,,,Add
UAA,Commercial,,,,,Add
Savannah River Nuclear Solutions,Federal,Dept. of Energy,,,,Add
USACE Omaha,Federal,Dept. of Defense,Army Corps,,,Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
",Add
UAA,Commercial,,,,,Add
"Pinedale Energy Partners, LLC",Commercial,,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
BLM California,Federal,Dept. of the Interior,BLM,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
"Dockit Consulting, LLC",Department of Health and Human Services,,,,"1278 Canterbury Lane
Oak Harbor, WA  98277
",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 sijan Ave
JBER, AK 99506",Add
DOJ,Department of Justice || FBI,Department of Justice,FBI,,,Add
BLM California,Federal,Dept. of the Interior,BLM,,,Add
Las Vegas Valley Water District,City Government,,,,,Add
"Water & Environmental Technologies, Inc.",Commercial,,,,"480 East Park St.
Butte, MT  59701",Add
Gila River Sand and Gravel,Tribal Government,,,,"P.O. Box 926
Sacaton, Arizona 85147",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
Pipestone Water Users Association,Commercial,,,,"830 Point of Rock Road
Whitehall, MT  59739",Add
Guadalupe Soil & Water Conservation District,Commercial,,,,"Guadalupe Soil & Water Conservation District
Attn:  Mr. Vince Cordova
P.O. Box 263
Santa Rosa, NM  99435",Add
"Battelle Energy Alliance, LLC",Federal,Dept. of Energy,,,"BEA
2525 Fremont Ave., POB 1625, Idaho Falls, ID  83415-1303",Add
Natural Resources Conservation Service,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,"FPAC Business Center
800 W. Evergreen Ave. Ste. 100
Palmer, AK 99645
",Add
BLM NV,Federal,Dept. of the Interior,BLM,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
USACE Sacramento District,Federal,Dept. of Defense,Army Corps,,,Add
Dept of Defense,Federal,Dept. of Defense,Air Force,,"55th Contracting Squadron/PKA
101 Washington Square, Bldg 40
Offutt AFB NE 68113-2107",Add
Idaho Department of Environmental Quality,State Government,,,,"Division of Purchasing
304 N 8th St, Room 403
Boise, ID  83702",Add
MICC Center Ft. Bragg,Federal,Dept. of Defense,Army,,,Add
US Fish and Wildlife Service,US Fish and Wildlife Service,,,,"FWS, Division of Contracting and GE
Eastside Federal Complex
911 NE 11th Avenue
Portland, OR 97232-4181",Add
MICC Center Ft. Bragg,Federal,Dept. of Defense,Army,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Army,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
UAA,Commercial,,,,,Add
"Maul, Foster & Alongi ",Commercial,,,,,Add
UAA,Commercial,,,,,Add
PMA,Federal,Dept. of Energy,,,"3930 US Rte South Piketon, Oh 45661",Add
3rd Aircraft Maintenance,Federal,Dept. of Defense,Air Force,,,Add
AIR FORCE CENTER ENG ENV,Federal,Dept. of Defense,Air Force,,,Add
AIR FORCE CENTER ENG ENV,Federal,Dept. of Defense,Air Force,,Nathan McGowan,Add
Custer County Commission,County Government,,,,"801 N Main St.
Challis, ID  83226",Add
"TREC, Inc.",Commercial,,,,,Add
Nevada Dept of Transportation,State Government,,,,"1263 S Stewart St
Carson City, NV  89712",Add
LDSS Corp,Federal,Dept. of the Interior,BIA,,"51400 Springfield St, Suite 104
Dayton, OH  45431-1251",Add
LDSS Corp,Federal,Dept. of the Interior,BIA,,"5100 Springfield St, Suite 104
Dayton, OH  45431",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Avenue
B2258
Eielson AFB, AK 99702",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave
Bldg. 2258
Eielson AFB, AK 99702",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Avenue
Suite 3
Eielson AFB, AK 99702",Add
JPPSO,Federal,Dept. of Defense,Air Force,,,Add
DHS-Customs & Border Protection,Federal,Dept. of Homeland Security,US Customs and Border Protection,,,Add
USAF WEAPONS SCHOOL,Federal,Dept. of Defense,Air Force,,"Building 286, Nellis AFB, NV 89191",Add
AKANA,Federal,Dept. of Energy,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
USPS,US Postal Service,,,,"Southern Facilities Construction CMT
7800 N. Stemmons Frqy #700
Dallas, TX 75247-4223",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
USPS,US Postal Service,,,,"Southern Facilities Construction CMT
7800 N. Stemmons Frwy #700
Dallas, TX 75247-4223",Add
AKANA,Federal,Dept. of Energy,,,"6400 SE Lake Rd, Ste 270
Portland, OR  97222",Add
BIA SPRO 00003,Federal,Dept. of the Interior,BIA,,,Add
Arizona Public Service Co,Commercial,,,,"PO Box 53999
Phoenix, AZ  85072",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
303-236-1172 
",Add
US Air Force (JBER),Federal,Dept. of Defense,Air Force,,"10480 SIJAN AVE
JBER AK 99506-2501",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
SantoLubes dba Blackman Uhler Specialties,Commercial,,,,,Add
BLM Idaho,Federal,Dept. of the Interior,BLM,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
BLM Idaho,Federal,Dept. of the Interior,BLM,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
USACE,Federal,Dept. of Defense,Army Corps,,"US Army Corps of Engineers, Omaha Dist. 1616 Capitol Avenue, Omaha, NE  68102-4901",Add
USACE,Federal,Dept. of Defense,Army Corps,,,Add
BLM California,Federal,Dept. of the Interior,BLM,,,Add
USDA FS East Side Acquisition Team,Federal,Dept. of Agriculture,Forest Service,,"415 S Front 
Townsend, MT  59644",Add
University of Alaska Anchorage,Commercial,,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, STE 3
Eielson AFB, AK 99702-2300",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
673,Federal,Dept. of Defense,Air Force,,"Mundy Ave. , JBER, AK 99506",Add
Spokane Tribe of Indians,Tribal Government,,,,"PO Box 480 
Wellpinit, WA  99040",Add
BLM California,Federal,Dept. of the Interior,BLM,,"Denver Federal Office
Bldg 50, OC-664
PO Box 25047
Denver CO, 80225",Add
BLM UT-State OFC ADM SVCS ,Federal,Dept. of the Interior,BLM,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
NAVFAC NW,Federal,Dept. of Defense,Navy,,"NAVFAC NORTHWEST
1101 TAUTOG CIRCLE
SILVERDALE WA 98315-1101",Add
BLM-OR ST OFC,Federal,Dept. of the Interior,BLM,,"PO Box 2965
Portland, OR  97208",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Avenue
Eielson AFB, AK 99702",Add
"This Land is Your Land, Inc.",Commercial,,,,"2220 Dogwood Ranch Avenue
Henderson, Nevada 89052",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Avenue, Suite 3
Eielson AFB, AK 99702-2200",Add
USDA FS National Forests in Mississippi,Federal,Dept. of Agriculture,Forest Service,,,Add
City of Las Vegas,City Government,,,,"495 S. Main Street, Las Vegas, NV  89101",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
",Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Contracting Officer, Construction and A&E
Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
",Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Contracting Officer, Construction and A&E
Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
",Add
US Air Force (JBER),Federal,Dept. of Defense,Air Force,,,Add
CIRI,Commercial,,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, Suite 3
Eielson AFB, AK 99702-2200",Add
 CH2M Hill Constructors Inc ,Commercial,,,,"9191 South Jamaica Street, Englewood, CO 80112",Add
USACE Tulsa District,Federal,Dept. of Defense,Army Corps,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Avenue, Suite 3
Eielson AFB, AK 99702",Add
NRCS-HQ,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,,Add
USDA Forest Service,Federal,Dept. of Agriculture,Forest Service,,,Add
South Carolina DOT,State Government,,,,,Add
Dept of Defense,Federal,Dept. of Defense,Air Force,,"55 CONS/PKA
Bldg 40, Room 209
Offutt AFB, NE 68113",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, Suite 3
Eielson AFB, AK 99702-2200",Add
USDA FS National Forest in Mississippi,Federal,Dept. of Agriculture,Forest Service,,,Add
 USDA FS National Forests in Mississippi,Federal,Dept. of Agriculture,Forest Service,,,Add
Dept of Defense,Federal,Dept. of Defense,Air Force,,Offutt AFB,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
US Army Engineering and Support Center,Federal,Dept. of Defense,Army Corps,,,Add
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,,Add
BLM California,Federal,Dept. of the Interior,BLM,,,Add
BLM Idaho,Federal,Dept. of the Interior,BLM,,,Add
City of Las Vegas,City Government,,,,"Las Vegas City Hall, Ward 6 Council Office, 495 S. Main Street, Las Vegas, Nevada 89101",Add
Department of Energy Idaho Operations,Federal,Dept. of Energy,,,"1955 Fremont Ave 
Idaho Falls, ID 83415 ",Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
",Add
BLM Idaho,Federal,Dept. of the Interior,BLM,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
BLM California,Federal,Dept. of the Interior,BLM,,"Bureau of Land Management
California State Office
2800 Cottage Way, Suite W-1623
Sacramento, CA. 95825",Add
University of Alaska Anchorage,Commercial,,,,,Add
GEOServices LLC,Commercial,,,,,Add
Three Rivers Resource Conservation & Development Council,Federal,Dept. of the Interior,USFWS,,,Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave
Eielson AFB, AK 99702",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave
Eielson AFB, AK 99702",Add
BLM Oregon,Federal,Dept. of the Interior,BLM,,"BLM OC-NOC CONST A&E SEC(OC664)
DENVER FEDERAL CENTER
BLDG. 50
POB 25047
DENVER CO 80225",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Avenue
Eielson AFB, AK 99702",Add
"Contrail Holdings, LLC",Commercial,,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",Add
BLM Nevada,Federal,Dept. of the Interior,BLM,,"BLM Nevada State Office
1340 Financial Blvd
Reno, NV 89502
",Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
",Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"Bureau of Land Management
Denver Federal Center, Bldg 50 OC-664
Denver, CO 80225-0047
",Add
University of Alaska Anchorage,Commercial,,,,,Add
"Himes Consulting, LLC",Commercial,,,,,Add
Aptus Architecture,Commercial,,,,"Aptus Architecture, 1200 S 4th St #206, Las Vegas, NV 89104",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",Add
