Customer Name,Customer Type,Department,Agency,Description,Address,Country,State,City,Zip Code,Email,PhoneNo,Abbreviation,Action
BLM OC NOC INFRASTR SEC,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave., JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
USDA Forest Service,Federal,Dept. of Agriculture,Forest Service,,,United States,Virginia,Dulles,98174,,,,Add
BLM ID-State Office,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
USACE Omaha District,Federal,Dept. of Defense,Army Corps,,,United States,Virginia,Dulles,98174,,,,Add
USDA FS IDAWY Acquisition Service Center,Federal,Dept. of Agriculture,Forest Service,,"1405 Hollipark Drive
Idaho Falls, ID  83401",United States,Virginia,Dulles,98174,,,,Add
USDA FS IDAWY Acquisition Service Center,Federal,Dept. of Agriculture,Forest Service,,"1405 Hollipark Drive
Idaho Falls, ID  83401",United States,Virginia,Dulles,98174,,,,Add
BOR Upper CO Region,Federal,Dept. of the Interior,BOR,,,United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
BLM Wyoming,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
"Boston Government Services, LLC",Federal,Dept. of Energy,,,"105 Mitchell Road; Suite 101
Oak Ridge, TN 37830",United States,Virginia,Dulles,98174,,,,Add
"Boston Government Services, LLC",Federal,Dept. of Energy,,,"105 Mitchell Road; Suite 101
Oak Ridge, TN 37830",United States,Virginia,Dulles,98174,,,,Add
BLM Alaska,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
Bureau of Reclamation - Upper CO,Federal,Dept. of the Interior,BOR,,,United States,Virginia,Dulles,98174,,,,Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
BLM OC NOC SVC & SUPPLY SEC,Federal,Dept. of the Interior,BLM,,"PO Box 25047
Denver, CO  80225",United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
BLM Wyoming,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
DOE EMCBC,Federal,Dept. of Energy,,,,United States,Virginia,Dulles,98174,,,,Add
BLM WY-STATE OFC,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
USCG CEU JUNEAU,Federal,Dept. of Homeland Security,Coast Guard,,"PO Box 25517
Juneau, AK 99802",United States,Virginia,Dulles,98174,,,,Add
Arizona Public Service Co,Federal,Dept. of Agriculture,Forest Service,,"2121 W. Cheryl Dr
Phoenix, AZ  85021",United States,Virginia,Dulles,98174,,,,Add
USACE-OMAHA ,Federal,Dept. of Defense,Army Corps,,"U.S. ARMY CORPS OF ENGINEERS, OMAHA, Contracting Division, 9CENWO-CT), 1616 Capitol Ave., Omaha, NE 68102-4901",United States,Virginia,Dulles,98174,,,,Add
BLM OC NOC INFRASTR SEC,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
UAA,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
US Army Corps of Engineers,Federal,Dept. of Defense,Army Corps,,"DEPARTMENT OF THE ARMY
U.S. ARMY ENGINEER DISTRICT, ALASKA
P.O. BOX 6898
Joint Base Elmendorf-Richardson, ALASKA 99506-0898",United States,Virginia,Dulles,98174,,,,Add
USDA Forest Service Western Zone,Federal,Dept. of Agriculture,Forest Service,,,United States,Virginia,Dulles,98174,,,,Add
"BLM-OC NOC, DIVISION OF RESOURCE SE",Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
"BLM-OC NOC, DIVISION OF RESOURCE SE",Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
"BLM-OC NOC, DIVISION OF RESOURCE SE",Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
Bureau of Reclamation UC,Federal,Dept. of the Interior,BOR,,,United States,Virginia,Dulles,98174,,,,Add
USACE Omaha District,Federal,Dept. of Defense,Army Corps,,,United States,Virginia,Dulles,98174,,,,Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
UAA,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
USDA Forest Service Western Zone,Federal,Dept. of Agriculture,Forest Service,,,United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
DHS - Customs & Border Protection,Federal,Dept. of Homeland Security,US Customs and Border Protection,,"DHS-Customs & Border Protection
Department of Homeland Security
Intech Two, Suite 100
6650 Telecom Dr.
Indianapolis, IN 46278",United States,Virginia,Dulles,98174,,,,Add
CHPRC,Federal,Dept. of Energy,,,,United States,Virginia,Dulles,98174,,,,Add
NASA,NASA,,,,"Mail Code: OP-CS
Bldg M6-0399, Rm 2480F
NASA John F. Kennedy Space Center",United States,Virginia,Dulles,98174,,,,Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,"PO Box 6898
JBER, AK ",United States,Virginia,Dulles,98174,,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,"PO Box 6898
JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA   ,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
MICC Ft Stewart,Federal,Dept. of Defense,Army,,"976 William H. Wilson Ave, Bldg. 621
Fort Stewart, GA 31314",United States,Virginia,Dulles,98174,,,,Add
U.S. ARMY ENGINEER DISTRICT. AK,Federal,Dept. of Defense,Army Corps,,"CEPOA-CT
P.O. Box 6898, JBER, AK 99506-0898",United States,Virginia,Dulles,98174,,,,Add
,Federal,Dept. of Defense,Air Force,,Offutt AFB,United States,Virginia,Dulles,98174,,,,Add
Dept of Defense,Federal,Dept. of Defense,Air Force,,"BODHI J STRAW, SrA, USAF
Contract Specialist, Construction
55 CONS/PKA
101 Washington Sq.
Offutt AFB, NE 68113
",United States,Virginia,Dulles,98174,,,,Add
,Federal,Dept. of Defense,Air Force,,"BODHI J STRAW, SrA, USAF
Contract Specialist, Construction
55 CONS/PKA
101 Washington Sq.
Offutt AFB, NE 68113
",United States,Virginia,Dulles,98174,,,,Add
Dept of Defence ,Federal,Dept. of Defense,Air Force,,Offutt AFB,United States,Virginia,Dulles,98174,,,,Add
MICC Ft. Stewart,Federal,Dept. of Defense,Army,,"976 William H. Wilson Ave, Bldg. 621 Fort Stewart, GA 31314",United States,Virginia,Dulles,98174,,,,Add
MICC Ft. Stewart,Federal,Dept. of Defense,Army,,"976 William H. Wilson Ave, Bldg. 621 Fort Stewart, GA 31314",United States,Virginia,Dulles,98174,,,,Add
BLM NV State Office,Federal,Dept. of the Interior,BLM,,"702 No Industrial Way, Ely, NV 89301",United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave., JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
Natural Resources Conservation Services,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,"U.S. Department of Agriculture
Natural Resources Conservation Service
Acquisitions, Grants and Agreements Division
Contracting Services Branch
Specialized Contracting Team
441 S. Salina Street, Suite 354
Syracuse, New York 13202
",United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
Premier Technology,Commercial,,,,"1858 West Bridge, Blackfoot, ID 83221 
",United States,Virginia,Dulles,98174,,,,Add
"Trinity Contracting Services Co., LLC",Federal,Dept. of Energy,,,"102 B Jefferson Court
Oak Ridge, TN 37830",United States,Virginia,Dulles,98174,,,,Add
US ARMY ENGINEER DIST - Tulsa,Federal,Dept. of Defense,Army,,,United States,Virginia,Dulles,98174,,,,Add
USDA - NRCS,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,,United States,Virginia,Dulles,98174,,,,Add
"Tierra Right of Way Services, LTD",Federal,Dept. of the Interior,BOR,,,United States,Virginia,Dulles,98174,,,,Add
"Eagle Peak Rock & Paving, Inc.",Federal,Dept. of the Interior,BOR,,"PO Box 161898
Big Sky MT  59716",United States,Virginia,Dulles,98174,,,,Add
USDA - NRCS,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,,United States,Virginia,Dulles,98174,,,,Add
Environmental Chemical Corporation,Federal,Dept. of Defense,Army,,"ECC 110 Fieldcrest Ave Suite 31 Edison, NJ 08837",United States,Virginia,Dulles,98174,,,,Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Avenue
Eielson AFB, AK 99702",United States,Virginia,Dulles,98174,,,,Add
Michael Baker International,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
Michael Baker International,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,,United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
"State of Alaska, DOT & Public Facilities",State Government,,,,"Department of Transportation & Public Facilities
4111 Aviation Avenue
Anchorage, AK  99502
",United States,Virginia,Dulles,98174,,,,Add
LDSS Corp,Federal,Dept. of the Interior,BIA,,,United States,Virginia,Dulles,98174,,,,Add
Michael Baker International,Federal,Dept. of Homeland Security,FEMA,,"Contract Administration Manager | Michael Baker International, Inc.
29885 E. 156th St. South, Coweta, OK  74429-6008 ",United States,Virginia,Dulles,98174,,,,Add
EA ENGINEER SCIENCE,Federal,Dept. of Defense,Army Corps,,"7995 E. Prentice Avenue, Suite 206E, Greenwood Village, CO  80111
",United States,Virginia,Dulles,98174,,,,Add
Performance Contracting Inc.,Federal,Dept. of Energy,,,"1430 E. Weisgarber Rd, Knoxville, TN 37909",United States,Virginia,Dulles,98174,,,,Add
Lopez Engineering,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
PMA,Federal,Dept. of Energy,,,,United States,Virginia,Dulles,98174,,,,Add
"MarCom, LLC",Federal,Dept. of Energy,,,,United States,Virginia,Dulles,98174,,,,Add
Twin Falls County Office of Emergency Management,County Government,,,,,United States,Virginia,Dulles,98174,,,,Add
Canada Nuclear Laboratories,Canadian Nuclear Laboratories,,,,"286 Plant Rd, Chalk River, ON KOJ 1JO",United States,Virginia,Dulles,98174,,,,Add
Stantec Consulting,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
SantoLubes Manufacturing LLC dba Blackman Uhler Specialties,Commercial,,,,"P.O. Box 273210
Tampa, FL 33688",United States,Virginia,Dulles,98174,,,,Add
Northern New Mexico A&E,Commercial,,,,"200 DP Road, Suite A, Los Alamos, NM 87544",United States,Virginia,Dulles,98174,,,,Add
Canada Nuclear Laboratories,Canadian Nuclear Laboratories,,,,,United States,Virginia,Dulles,98174,,,,Add
Facility Services Management,Federal,Dept. of Defense,Air Force,,Facility Services Management - JBER Hospital ,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
DOI FWS,Federal,Dept. of the Interior,USFWS,,,United States,Virginia,Dulles,98174,,,,Add
"Bechtel National, Inc",Federal,Dept. of Energy,,,"P.O Box 2888
Oak Ridge, TN, 37831
",United States,Virginia,Dulles,98174,,,,Add
CDC/NIOSH,Department of Health and Human Services,,,,"Centers  for Disease Control and Prevention, Office of Acquisition Services 626 Cochrans Mill Road,  Pittsburgh, PA  15236-0070",United States,Virginia,Dulles,98174,,,,Add
U.S. Army Corps of Engineers,Federal,Dept. of Defense,Army Corps,,"U.S. Army Corps of Engineers, Alaska District
ATTN: CEPOA-CT (Kinnett, Rm 30)
P.O. Box 6898
JBER, AK 99506-6898",United States,Virginia,Dulles,98174,,,,Add
South Carolina DOT,State Government,,,,"955 Park St. 
Columbia, SC 29201",United States,Virginia,Dulles,98174,,,,Add
USPS,US Postal Service,,,,"8221 Petersburg Street
Anchorage, AK 99507-9991",United States,Virginia,Dulles,98174,,,,Add
"Lift Systems, Inc. ",Commercial,,,,"Lift Systems, Inc.
1505 - 7th Street 
East Moine, IL 61244",United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
"Shearwater Mission Support, LLC",Federal,Dept. of Defense,Army,,"Sr. Contracts Administrator
Three Saints Bay, LLC
10440 Balls Ford Road
Suite 200
Manassas, VA 20109",United States,Virginia,Dulles,98174,,,,Add
"FWS, Division of Contracting & GE",Federal,Dept. of the Interior,USFWS,,,United States,Virginia,Dulles,98174,,,,Add
Sundance Consulting Inc.,Federal,Dept. of Defense,Army Corps,,,United States,Virginia,Dulles,98174,,,,Add
"Shearwater Mission Support, LLC",Federal,Dept. of Defense,Army,,"10440 Balls Ford Road, Suite 200
Manassas, VA  20109",United States,Virginia,Dulles,98174,,,,Add
Canada Nuclear Laboratories,Canadian Nuclear Laboratories,,,,,United States,Virginia,Dulles,98174,,,,Add
"FNF Construction, Inc.",Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
Sundance Consulting,Federal,Dept. of Defense,Army Corps,,"Sundance Consulting, Inc.             
Maryland
",United States,Virginia,Dulles,98174,,,,Add
Ak-Chin Indian Community,Tribal Government,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",United States,Virginia,Dulles,98174,,,,Add
Idaho Department of Fish & Game,State Government,,,,,United States,Virginia,Dulles,98174,,,,Add
ORIZON I.P.E,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
"Brown Environmental, Inc.",State Government,,,,"PO Box 886, Placitas, NM 87043",United States,Virginia,Dulles,98174,,,,Add
Arizona Public Service Company (APS),Federal,Dept. of the Interior,BLM,,"PO Box 53999
Phoenix, AZ  85072",United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,"UAA Facilities Planning & Contruction
3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",United States,Virginia,Dulles,98174,,,,Add
Dept of Defense/US Navy,Federal,Dept. of Defense,Navy,,"NAVFAC Northwest
FEAD Bremerton
467 W Street., Floor 4
Bremerton, WA 98314",United States,Virginia,Dulles,98174,,,,Add
"TREC, Inc.",Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
BLM California,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
BLM Oregon,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
Rhodes + Brito Architects,Federal,Dept. of Defense,Air Force,,"605 East Robinson Street Suite 750
Orlando, FL 32801",United States,Virginia,Dulles,98174,,,,Add
BLM Nevada,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
BLM Nevada,Federal,Dept. of the Interior,BLM,,"BLM Nevada State Office
1340 Financial Blvd.
Reno, NV 89502
",United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
Arizona Public Service Company,State Government,,,,"PO Box 53999
Phoenix, AZ  85072",United States,Virginia,Dulles,98174,,,,Add
 Savannah River Nuclear Solutions,Federal,Dept. of Energy,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
USACE Seattle District,Federal,Dept. of Defense,Army Corps,,,United States,Virginia,Dulles,98174,,,,Add
USACE Seattle District,Federal,Dept. of Defense,Army Corps,,,United States,Virginia,Dulles,98174,,,,Add
"US Army Engineer District, Albuquerque",Federal,Dept. of Defense,Army Corps,,"4101 Jefferson Plaza, NE
Albuquerque, NM  87109",United States,Virginia,Dulles,98174,,,,Add
"US Army Engineer District, Albuquerque",Federal,Dept. of Defense,Army Corps,,,United States,Virginia,Dulles,98174,,,,Add
Horne Properties - Smokey Mountains LLC,Commercial,,,,"412 N. Cedar Bluff Road, Suite 205
Knoxville, Tennessee 37923
",United States,Virginia,Dulles,98174,,,,Add
Federal Bureau of Investigation,Department of Justice || FBI,Department of Justice,FBI,,,United States,Virginia,Dulles,98174,,,,Add
BLM OR-ST OFC PROC MGMT BR,Federal,Dept. of the Interior,BLM,,"BLM-Oregon State Office
Duty Station: Coos Bay District Office, North Bend, Oregon
",United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
BLM New Mexico,Federal,Dept. of the Interior,BLM,,"6251 College Blvd, SteA
Farmington, NM 87402",United States,Virginia,Dulles,98174,,,,Add
PMA,Federal,Dept. of Energy,,,"3930 U. S. Route 23
Piketon, OH  45661",United States,Virginia,Dulles,98174,,,,Add
DOE EMCBC,Federal,Dept. of Energy,,,,United States,Virginia,Dulles,98174,,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,,United States,Virginia,Dulles,98174,,,,Add
PMA,Federal,Dept. of Energy,,,,United States,Virginia,Dulles,98174,,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,,United States,Virginia,Dulles,98174,,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,,United States,Virginia,Dulles,98174,,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,,United States,Virginia,Dulles,98174,,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,,United States,Virginia,Dulles,98174,,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,,United States,Virginia,Dulles,98174,,,,Add
GE Gas Turbines / Tommy Hyde,Commercial,,,,"300 Garlington Road
Greenville, SC 29602-0648",United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
NAVSUP,Federal,Dept. of Defense,Navy,,,United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,,United States,Virginia,Dulles,98174,,,,Add
"SantoLubes Manufacturing, LLC",Commercial,,,,"2155 West Croft Circle
Spartanburg, SC 29302-3078",United States,Virginia,Dulles,98174,,,,Add
Aptim,Federal,Dept. of Energy,,," 
 ",United States,Virginia,Dulles,98174,,,,Add
Flat Top Sheep Company,Commercial,,,,"PO Box 3550
Hailey, ID  83333",United States,Virginia,Dulles,98174,,,,Add
City of Tacoma,City Government,,,,"747 Market St., Room 544
Tacoma, WA",United States,Virginia,Dulles,98174,,,,Add
NAVFAC NW,Federal,Dept. of Defense,Navy,,"1115 Lexington St B103
Oak Harbor, WA 98278",United States,Virginia,Dulles,98174,,,,Add
"Hellmuth, Obata & Kassabaum, Inc.",Department of Health and Human Services,,,,"3223 Grace Street NW, Washington, DC 20007",United States,Virginia,Dulles,98174,,,,Add
PMA,Federal,Dept. of Energy,,,,United States,Virginia,Dulles,98174,,,,Add
"TREC, Inc.",Commercial,,,,"1800 West Koch, Suite 6
Bozeman, MT  59715",United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
LDSS Corp,Federal,Dept. of the Interior,BIA,,"5100 Springfield Street, Suite 104
Dayton, OH  45431",United States,Virginia,Dulles,98174,,,,Add
South Carolina DOT,State Government,,,,"955 Park St. 
Columbia, SC 29201",United States,Virginia,Dulles,98174,,,,Add
"GEOServices, LLC",Commercial,,,,"2561 Willow Point Way
Knoxville, TN 37931",United States,Virginia,Dulles,98174,,,,Add
"North Wind Resource Partnership, LLC JV",Federal,Dept. of Agriculture,Natural Resources Conservation Service,," U.S. Department of Agriculture Natural Resources Conservation Service Acquisitions, Grants and Agreements Division Contracting Services Branch Specialized Contracting Team 441 S. Salina Street, Suite 354 Syracuse, New York 13202",United States,Virginia,Dulles,98174,,,,Add
"JSL Technologies, Inc",Federal,Dept. of Defense,Navy,,"JSL Technologies, Inc., 1701 Pacific Avenue Suite 270 Oxnard, CA  93033",United States,Virginia,Dulles,98174,,,,Add
BOR Lower Colorado Region,Federal,Dept. of the Interior,BOR,,,United States,Virginia,Dulles,98174,,,,Add
Henkel Corporation,Commercial,,,,"One Henkel Way
Rocky Hill, CT 06067",United States,Virginia,Dulles,98174,,,,Add
PMA,Federal,Dept. of Energy,,,,United States,Virginia,Dulles,98174,,,,Add
DOE EMCBC,Federal,Dept. of Energy,,,,United States,Virginia,Dulles,98174,,,,Add
"Dockit Consulting, LLC",Commercial,,,,"DockIt Consulting
Oak Harbor, WA",United States,Virginia,Dulles,98174,,,,Add
Bureau of Reclamation ,Federal,Dept. of the Interior,BOR,,"500 Fir Street, LC 2633
Boulder Reclamation, Nevada 89006",United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,,United States,Virginia,Dulles,98174,,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Building 588, Nellis AFB, NV 89191",United States,Virginia,Dulles,98174,,,,Add
BLM California,Federal,Dept. of the Interior,BLM,,"Contracting Officer and Section Chief, Construction and A&E Contracting
Bureau of Land Management | National Operations Center
Denver Federal Center | Bldg 50, OC-664 | PO Box 25047 | Denver, CO 80225
FAX: 303-236-9470

",United States,Virginia,Dulles,98174,,,,Add
Cocopah Indian Tribe,Tribal Government,,,,,United States,Virginia,Dulles,98174,,,,Add
Northern New Mexico A&E,Federal,Dept. of Energy,,,"4295 Gesner Street, Suite 2C
San Diego, CA 92117",United States,Virginia,Dulles,98174,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 SIjan Ave, JBER, AK 99506",United States,Virginia,Dulles,98174,,,,Add
"WestRock CP, LLC",Commercial,,,,"7320 Mill Road
Florence, SC 29506",United States,Virginia,Dulles,98174,,,,Add
University of Alaska Anchorage,Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
"Denbury Onshore, LLC",Commercial,,,,,United States,Virginia,Dulles,98174,,,,Add
AKANA,Federal,Dept. of Energy,,,,United States,Virginia,Dulles,98174,,,,Add
Battelle Energy Alliance (BEA),Federal,Dept. of Energy,,,,United States,Virginia,Dulles,98174,,,,Add
"GEOServices, LLC",Commercial,,,,"2561 Willow Point Way
Knoxville, TN 37931",United States,Virginia,Dulles,98174,,,,Add
BLM CA,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
BLM CA,Federal,Dept. of the Interior,BLM,,,United States,Virginia,Dulles,98174,,,,Add
BOR Lower Colorado Region,Federal,Dept. of the Interior,BOR,,,United States,Virginia,Dulles,98174,,,,Add
Blackwater Community School,Tribal Government,,,,"Blackwater Community School
3652 E. Blackwater School Road
Coolidge, AZ 85128
",United States,Virginia,Dulles,98174,,,,Add
Arizona Electric Power COOP Inc.,Commercial,,,,"Arizona Electric Power Coop Inc
P.O. Box 670
Benson, AZ 85602-0670",United States,Virginia,Dulles,98174,,,,Add
