FarClauseGuid,Number,Title,Paragraph,UpdatedBy,IsDeleted
EBEE27CF-AB62-45D4-BF34-9C6665B95116,52.236-6,Superintendence by the Contractor.,36.506,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
DDBC68A2-ED2E-43C0-8699-9C7A6693CC06,52.241-11,Multiple Service Locations.,41.501(d)(5),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
8CF1C9EF-24A0-49D6-8768-9D387791DE71,52.232-13,Notice of Progress Payments.,32.502-3(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5A9EDA41-E2EF-48BA-9471-9DB33CDD320B,52.216-21,Requirements.-Alternate IV,16.506(d)(5),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
BC668195-6F4D-4F80-8DEA-9E1968F479A9,52.246-21,Warranty of Construction.-Alternate I,46.710(e)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1192E33C-B69A-4566-A521-9E1F964B74E3,52.247-66,Returnable Cylinders.,47.305-17,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
4B8AE40B-E305-4D5E-953B-9EB57F879CA1,52.232-3,Payments under Personal Service Contracts.,32.111(a)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7A1E9F94-1138-4E6B-979F-9F24AB84D62C,52.217-2,Cancellation Under Multiyear Contracts.,17.109(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5AA03381-4167-44CC-B434-A01914E809B2,52.219-26,Small Disadvantaged Business Participation Program—Incentive Subcontracting.,19.1204(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
819A93E6-FB34-47B1-9E70-A020C0145F66,52.245-17,Special Tooling.,45.306-5,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
549E785F-D495-4BC8-9030-A03C0AB26ACF,52.236-3,Site Investigation and Conditions Affecting the Work.,36.503,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
290BF6D6-3D28-432F-B2B6-A0EAD0D1D412,52.244-6,Subcontracts for Commercial Items.,44.403,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6005A346-359E-499E-B215-A0F2C99997D1,52.216-14,Allowable Cost and Payment—Facilities Use.,16.307(h),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
070EEBBE-1612-4FF5-BC30-A191A08AAC6D,52.227-4,Patent Indemnity—Construction Contracts.-Alternate I,27.203-5,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
124257F9-6DDA-4F47-92C8-A1AE0BD910FA,52.227-1,Authorization and Consent.,27.201-2(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6320C573-CCCC-44E4-9B46-A216EAB85F03,52.215-20,Requirements for Cost or Pricing Data or Information Other Than Cost or Pricing Data.-Alternate III,15.408(l),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
07C3198A-139A-4A34-AD13-A21E494C69F0,52.246-11,Higher-Level Contract Quality Requirement.,46.311,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
4159A2B7-43A5-424F-809A-A2446228787A,52.215-2,Audit and Records—Negotiation.--Alternate III,15.209(b)(4),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
37108993-89AE-4CB5-AD87-A2F3217941AA,52.247-6,Financial Statement.,47.207-1(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
82711AE1-18B2-49CF-8432-A2F7F0DE32F2,52.222-26,Equal Opportunity.-Alternate I,22.810(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C4F67847-B009-4260-AF7D-A36131379B7E,52.216-7,Allowable Cost and Payment.,16.307(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
8632B2E0-80FF-4929-A126-A363AA41AC9A,52.219-9,Small Business Subcontracting Plan.-Alternate I,19.708(b)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
9B3D0834-2BA3-4462-86FB-A4CA160D0A05,52.216-17,Incentive Price Revision—Successive Targets.,16.406(b)3,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
61AA6301-ACB0-4527-B1A9-A55F814E36AF,52.225-7,Waiver of Buy American Act for Civil Aircraft and Related Articles.,25.1101(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
ED8BFDD6-B9F8-4145-A910-A621B2C42269,52.214-13,Telegraphic Bids.-Alternate I,14.201-6(g)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C804EF84-B060-41B8-84A0-A66F5659A5F0,52.246-14,Inspection of Transportation.,46.314,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6EFC53A2-A233-46EB-A4F5-A678F3A2F942,52.244-2,Subcontracts. (See Note 1.)-Alternate I,44.204(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
ED254F8F-D56E-43D9-ADAD-A67CA86E44C0,52.222-16,Approval of Wage Rates.,22.407(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
426A11D8-6472-497C-AD82-A6B232A5F523,52.236-14,Availability and Use of Utility Services.,36.514,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B0648C11-1691-468E-B719-A70B0F1479E6,52.246-19,Warranty of Systems and Equipment under Performance Specifications or Design Criteria.,46.710(c)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E6D3BC38-FC1A-4C82-8645-A742EF2B4206,52.212-3,Offeror Representations and Certifications—Commercial Items.-Alternate II,12.301(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
89711AD7-94AD-4D41-BE24-A76008A6CCB1,52.247-52,Clearance and Documentation Requirements—Shipments to DOD Air or Water Terminal Transshipment Points.,47.305-6(f)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D4BFE356-783B-4E14-A716-A7E759D2CEFB,52.246-10,Inspection of Facilities.,46.31,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2B85A9FD-B403-4DDD-8B8B-A7F940885A03,52.232-12,Advance Payments.-Alternate IV,32.412(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
216DD109-2017-4FA7-B12A-A88A674C6D98,52.247-30,"F.o.b. Origin, Contractor’s Facility.",47.303-2(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B47D25B4-649B-4578-89BD-A975C935D95B,52.236-10,Operations and Storage Areas.,36.51,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
939078EE-80D5-4ECA-9A37-A9A8CC3CFFFC,52.246-6,Inspection—Time-and-Material and Labor-Hour.,46.306,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3D383C20-2C1C-4D31-8064-A9CB03568816,52.243-2,Changes—Cost Reimbursement.-Alternate I,43.205(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
96984662-DB51-4AA0-A413-AA0B1ED1AD87,52.243-2,Changes—Cost Reimbursement.-Alternate II,43.205(b)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
8C573AF6-EF59-4701-8613-AA527D38EE5C,52.215-9,Changes or Additions to Make-or-Buy Program.-Alternate I,15.408(a)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1F1BD83B-643F-4BC8-81F4-AA6115A950B9,52.211-15,Defense Priority and Allocation Requirements.,11.604(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
FBAE3686-3779-4E16-BCA4-AB7DBEF5E21B,52.227-14,Rights in Data—General.-Alternate II,27.409(c) & (g),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
32C6E65F-C18D-4B4E-B796-ABAAFCC384F8,52.246-6,Inspection—Time-and-Material and Labor-Hour.-Alternate I,46.306,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F742890A-B902-47FD-A9FA-ABC109DD3CCE,52.227-11,Patent Rights—Retention by the Contractor (Short Form).-Alternate III,27.303(a)(4),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
CE266FC1-7D0D-4081-AD02-ACAF1B3A317F,52.215-16,Facilities Capital Cost of Money.,15.408(h),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B2D66461-9A58-4A74-9D3E-AD0C03A260A8,52.246-17,Warranty of Supplies of a Noncomplex Nature.-Alternate III,46.710(a)(4),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
880B22A1-E36A-49D7-B761-AD758A0B5549,52.227-18,Rights in Data—Existing Works.,27.409(j),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1D0AA651-1E54-4B10-8B56-AD7CABD44549,52.212-3,Offeror Representations and Certifications—Commercial Items.,12.301(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B89C9543-AE02-4B2E-B3CB-ADB887FB1673,52.211-14,Notice of Priority Rating for National Defense Use.,11.604(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F635FE65-6FDA-4696-AA3F-AE3B0BA3F507,52.225-14,Inconsistency Between English Version and Translation of Contract.,25.1103(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1641F8F2-0646-4B09-B3D6-AE689AD6C3F4,52.223-5,Pollution Prevention and Right-to-Know Information.-Alternate II,23.1005(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
DB4036E9-7BCD-477C-9284-AF0CEB456127,52.209-4,First Article Approval—Government Testing.Alternate II,9.308-2(a)(1) and (b)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B57195DE-3550-4E3D-9CC7-AF69604A6131,52.246-17,Warranty of Supplies of a Noncomplex Nature.-Alternate I,46.710(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
0F343C29-7D74-4C69-A3AC-B040615DE2AA,52.219-25,Small Disadvantaged Business Participation Program—Disadvantaged Status and Reporting.,19.1204(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
4CB78895-F987-4E82-9C32-B08B68FA5971,52.246-18,Warranty of Supplies of a Complex Nature.-Alternate II,46.710(b)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F8289132-FD0F-444A-B2BE-B0ED5DB16741,52.228-16,Performance and Payment Bonds—Other Than Construction.-Alternate I,28.103-4,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
70E3F69E-2EDA-425F-9D22-B19621D11C60,52.246-4,Inspection of Services—Fixed-Price.,46.304,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
750C1FBD-2186-4123-8648-B1C70D37BE7B,52.242-1,Notice of Intent to Disallow Costs.,42.802,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7789F9A1-61BA-4A17-8593-B26C51E21E72,52.247-51,Evaluation of Export Offers.-Alternate I,47.305-6(e)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5E8BE3B3-F0FF-4C6D-BA51-B28E1694144D,52.245-3,Identification of Government-Furnished Property.,45.106(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7A4F94A4-EA84-4A4E-AE12-B2C373AB891B,52.227-12,Patent Rights—Retention by the Contractor (Long Form).,27.303(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
FE8A765D-CE80-4DD2-A3AD-B2EF323A81DF,52.227-14,Rights in Data—General.,27.409(a)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
145DDD63-F620-41FC-B6F4-B2F70D029E07,52.216-21,Requirements.,16.506(d)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
951E55DE-903D-45EF-A4EB-B3CE605DA1F9,52.216-22,Indefinite Quantity.,16.506(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
99241729-C085-4FA3-AACA-B41970D1FCFC,52.219-18,Notification of Competition Limited to Eligible 8(a) Concerns.-Alternate I,19.811-3(d)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
618A2413-5C9F-442B-8AC0-B440634BE682,52.215-5,Facsimile Proposals.,15.209(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
9142B899-CFFF-4B05-8E67-B4760047BF65,52.241-6,Service Provisions.,41.501(c)(5),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
26BE419F-ACCE-4632-B212-B4F7C8D3FF09,52.249-1,Termination for Convenience of the Government (Fixed-Price) (Short Form).,49.502(a)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
78436594-E844-4E0A-AF90-B57033E69007,52.227-6,Royalty Information.,27.204-2,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
85E12B78-FD1E-4F7C-8995-B5CECE68A07C,52.215-12,Subcontractor Cost or Pricing Data.,15.408(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F5784E90-4C41-4D0B-8D2C-B689AAB720A1,52.247-31,"F.o.b. Origin, Freight Allowed.",47.303-3(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
38B56AA2-3063-4A7C-911E-B6EAFACCF8C4,52.227-1,Authorization and Consent.-Alternate I,27.201-2(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
AAE3D22A-4C58-4028-A83A-B72BC3B21381,52.219-1,Small Business Program Representations.-Alternate I,19.308(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
40BC24B3-6521-41E2-9460-B7F87128C168,52.249-9,Default (Fixed-Price Research and Development).,49.504(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E295F426-2796-4746-B959-B80941A72257,52.215-13,Subcontractor Cost or Pricing Data—Modifications.,15.408(e),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A6740745-4EE4-40DB-AAA3-B8531878AF4F,52.232-22,Limitation of Funds.,32.705-2(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
4C70B306-9A16-4593-B2C5-B8B33DE67C94,52.247-29,F.o.b. Origin.,47.303-1(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
086E5197-C106-4C10-B118-B8E3CBB4A1DD,52.242-15,Stop-Work Order.-Alternate I,42.1305(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7725E86D-176B-4909-9A65-B936328A4E16,52.246-16,Responsibility for Supplies.,46.316,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
AEBC2382-4115-415F-A685-B959DB5400FF,52.245-15,Transfer of Title to the Facilities.,45.302-7(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D38E4E3E-929E-4E70-A542-B96D476C422C,52.247-25,Government-Furnished Equipment With or Without Operators.,47.207-8(a)(2)(i),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
8B509E23-8AA0-4FDD-AAC1-B99EC2415001,52.219-17,Section 8(a) Award. (See Note 2.),19.811-3(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
DF3161EA-FEBE-47B9-8619-B9C37D8BAB40,52.246-18,Warranty of Supplies of a Complex Nature.-Alternate I,46.710(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
418535E0-7257-4999-84DE-B9E4AB22E8EE,52.232-2,Payments under Fixed-Price Research and Development Contracts.,32.111(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A481C8C9-3F0C-42E8-995E-B9FDB2E430EE,52.247-4,Inspection of Shipping and Receiving Facilities.,47.207-1(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5CEA7C3C-383A-43B5-AA0D-BA23C539B6FA,52.214-20,Bid Samples.,14.201-6(o)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
9021CD9C-53F4-47F1-B1F2-BA7B10CF9E45,52.236-23,Responsibility of the Architect-Engineer Contractor.,36.609-2(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B96E4889-39EA-46CD-BEDC-BC44D62CCF58,52.215-1,Instructions to Offerors—Competitive.-Alternate II,15.209(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2866326D-FE88-4F03-AB2E-BC612CCDE160,52.222-48,Exemption from Application of Service Contract Act Provisions—Contractor Certification.3,22.1006(e)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7ADA68B8-9EDB-4F3D-8FA0-BCE80765DCB5,52.204-6,Data Universal Numbering System (DUNS) Number.,4.603(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C8E6B1D4-6BF7-49C3-A120-BD77882D6683,52.216-2,Economic Price Adjustment—Standard Supplies.,16.203-4(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E3FE3051-841A-41F2-BEC2-BDB56B76A19C,52.249-6,Termination (Cost-Reimbursement).,49.503(a)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
0CFC304B-10EA-4CC6-A34C-BE6939F3F909,52.227-6,Royalty Information.-Alternate I,27.204-2,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
F806D706-2E92-4575-85F5-BE6F50CE2C5B,52.245-11,Government Property (Facilities Use).-Alternate I,45.302-6(e)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
22DB09CB-B3A7-4E24-9D0B-BE7C4D993A74,52.241-5,Contractor’s Facilities.,41.501(c)(4),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
210C2B0C-030F-4E9E-8559-BE835B9EDB1B,52.223-13,Certification of Toxic Chemical Release Reporting.,23.906(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
1B6A7C78-F7D1-4AE4-B433-BEA4061709D8,52.247-48,F.o.b. Destination—Evidence of Shipment.,47.305-4(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2E9EE42D-CB7E-4141-8704-BEB02FEE00AF,52.232-25,Prompt Payment.-Alternate I,32.908(c)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
030958C8-653A-4231-B7BF-BEF205471BDB,52.246-2,Inspection of Supplies—Fixed-Price.-Alternate II,46.302,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B7F32B66-886C-4B37-B4D6-BF45D5D86863,52.245-1,Property Records.,45.106(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C554E1FF-B08A-4FFB-9972-BF72674265C9,52.215-20,Requirements for Cost or Pricing Data or Information Other Than Cost or Pricing Data.-Alternate I,15.408(l),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
166A9F48-3630-47AE-8917-BFF18174F12F,52.204-2,Security Requirements.,4.404(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
0832CF57-7187-4D70-A324-BFF39F8B29F8,52.204-7,Central Contractor Registration.,4.1104,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
5D133E8E-8DCC-4F13-98C4-BFFCF4EADF93,52.242-4,Certification of Final Indirect Costs.,42.703-2(f),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2CC56711-1424-45C0-8EF5-C0733C4EAD88,52.223-5,Pollution Prevention and Right-to-Know Information.-Alternate I,23.1005(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
7FC24076-A89E-4D12-BB4F-C0CE7264B0DF,52.236-7,Permits and Responsibilities.,36.507,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
88F7BBCF-26B4-459C-9978-C0EA3AC3E58D,52.232-32,Performance-Based Payments.,32.1005,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
ECA5EFBE-3733-40C5-8C8A-C10F79DA7EEE,52.222-3,Convict Labor.,22.202,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
9D445903-4079-4781-B6DE-C13A85A98313,52.252-2,Clauses Incorporated by Reference.,52.107(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
21CBAE17-B0E6-45B7-8661-C168FA776801,52.243-1,Changes—Fixed Price.,43.205(a)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
B99AB761-6F44-42F6-A19A-C17DB8365DA3,52.247-51,Evaluation of Export Offers.-Alternate II,47.305-6(e)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3E16F5EE-91F3-4166-BC63-C2354DFF02BB,52.241-7,Change in Rates or Terms and Conditions of Service for Regulated Services.,41.501(d)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E72F2A3C-07DA-47B9-8613-C23C997F934F,52.245-11,Government Property (Facilities Use).,45.302-6(d)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
98E8FED5-AF28-4DC7-ADD1-C24F54DF9DDB,52.232-14,Notice of Availability of Progress Payments Exclusively for Small Business Concerns.,32.502-3(b)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
47E24581-AD99-465B-973F-C2A8F816B6BC,52.228-9,Cargo Insurance.,28.313(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
E29DE744-9581-42C8-8470-C3757707217D,52.229-6,Taxes—Foreign Fixed-Price Contracts.,29.402-1(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
866A9EC7-D4A7-476F-BB69-C396DAEA43B5,52.222-39,Notification of Employee Rights Concerning Payment of Union Dues or Fees.,22.1605,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3BA3FF08-427B-461B-9EED-C46A520F7E29,52.241-3,Scope of Duration of Contract.,41.501(c)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A4B144D2-EEA8-4AFD-AE33-C493F66E9BB9,52.225-11,Buy American Act—Construction Materials under Trade Agreements.,25.1102(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
19303907-6C88-4A18-B8F2-C4DA97E02EC8,52.236-22,Design Within Funding Limitations.,36.609-1(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D3E73455-C3FC-45E9-91AA-C4F6CCF3CF97,52.246-23,Limitation of Liability.,46.805,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
980CE4EB-6D7D-488F-B079-C5582F7F9149,52.247-17,Charges.,47.207-6(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
701C466E-5060-4F9A-B72F-C76FFC999B9E,52.223-14,Toxic Chemical Release Reporting.,23.906(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
78AE31B1-7732-4501-AEDF-C7917C908C3A,52.249-10,Default (Fixed-Price Construction).-Alternate II,49.504(c)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
DCA76E73-5AE5-4DF1-A2A3-C8101F7EDABE,52.227-11,Patent Rights—Retention by the Contractor (Short Form).-Alternate I,27.303(a)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D7C50F68-AD87-48BD-BC33-C82879139488,52.216-7,Allowable Cost and Payment.-Alternate I,16.307(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
88E9FE4A-2138-43AB-A51A-C86D6220B418,52.251-1,Government Supply Sources.-Alternate I,51.107,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
213E2FD2-32CE-4EA8-8DB8-C87DC17EBA2A,52.219-7,Notice of Partial Small Business Set-Aside.,19.508(d),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D73CABA8-3806-4DC4-8AF1-C8C7D604328A,52.212-5,Contract Terms and Conditions Required to Implement Statutes or Executive Orders— Commercial Items-Alternate I,12.301(b)(4),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
BCE39055-1F8C-4A26-8614-C8EFF7BC7C80,52.247-65,Preference for Privately Owned U.S.-Flag Commercial Vessels.-Alternate I,47.507(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
14E78012-F447-4133-AA71-C9493600EB3F,52.219-20,Notice of Emerging Small Business Set-Aside.,19.1008(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
88A93C51-03AB-4B2B-8E0B-C9A6B1284CF8,52.214-25,Step Two of Two-Step Sealed Bidding.,14.201-6(t),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
51987F7E-AC65-45EF-B768-CA023EECE3BB,52.232-30,Installment Payments for Commercial Items.,32.206(g),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
FFD46504-B443-46E3-94B0-CAB07043A997,52.211-8,Time of Delivery.-Alternate I,11.404(a)(2),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
70EDAF15-7548-4D29-A867-CB77D0F797A1,52.222-23,Notice of Requirement for Affirmative Action to Ensure Equal Employment Opportunity for Construction.,22.810(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6F43FB14-7B77-43A2-A7FE-CB8DD11E3E16,52.209-3,First Article Approval—Contractor Testing.-Alternate II,9.308-2(a)(3) and (b)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
2DA25BE0-EAEF-4CFA-B67E-CBDA4736E7FA,52.247-66,Preference for Privately Owned U.S.-Flag Commercial Vessels.-Alternate II,47.507(a)(3),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
90149C2F-C99F-4894-BBCF-CBF70F83ACBA,52.203-10,Price or Fee Adjustment for Illegal or Improper Activity.,3.104-9(b),920EA36E-911C-4345-8BE5-29C190C8E5C5,0
D5B67907-5F37-4BF4-8DA8-CC4B82577433,52.242-15,Stop-Work Order.,42.1305(b)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
3C6EBC47-FDB3-400F-B63A-CC9D7B7609DA,52.234-4,Earned Value Management System.,34.203(c),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
6F472415-4B0E-4EEA-8D8C-CCBD0FA92BFC,52.247-24,Advance Notification by the Government.,47.207-8(a)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
A3F42DA8-B023-4CF1-82CF-CCE4F88B64ED,52.246-13,"Inspection—Dismantling, Demolition, or Removal of Improvements.",46.313,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
39CF045C-57E5-4DEE-BBA3-CD00AAAC7658,52.232-6,Payment under Communication Service Contracts with Common Carriers.,32.111(a)(6),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
D7E92065-79FE-4D9D-BA0C-CD031F1DEC13,52.219-4,Notice of Price Evaluation Preference for HUBZone Small Business Concerns.,19.1308(b),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
61F66BBD-3B1A-489E-B70D-CD5F7E1E321C,52.203-6,Restrictions on Subcontractor Sales to the Government.,3.503-2,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
837F2444-AF18-451E-AA45-CDC1CC0597D5,52.222-11,Subcontracts (Labor Standards).,22.407(a),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
30F8DCE2-6CB6-4729-BFFC-CE18352DC149,52.251-1,Government Supply Sources.,51.107,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
C5C7D1A2-8DFA-421F-BB91-CE607986A9EB,52.203-5,Covenant Against Contingent Fees.,3.404,73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
410FAF36-3672-4D52-9E97-CE737CC127AF,52.232-1,Payments.,32.111(a)(1),73526DCB-3D7E-48C0-B4A0-4BE20AE3F85C,0
